bucket,days_used,N_total,BS_IVRMSE_x1000_Whole,BS_IVRMSE_x1000_<1,BS_IVRMSE_x1000_>1,BS_IVRMSE_x1000_>1.03,JD_IVRMSE_x1000_Whole,JD_IVRMSE_x1000_<1,JD_IVRMSE_x1000_>1,JD_IVRMSE_x1000_>1.03,Heston_IVRMSE_x1000_Whole,Heston_IVRMSE_x1000_<1,Heston_IVRMSE_x1000_>1,Heston_IVRMSE_x1000_>1.03,QLBS_IVRMSE_x1000_Whole,QLBS_IVRMSE_x1000_<1,QLBS_IVRMSE_x1000_>1,QLBS_IVRMSE_x1000_>1.03,RLOP_IVRMSE_x1000_Whole,RLOP_IVRMSE_x1000_<1,RLOP_IVRMSE_x1000_>1,RLOP_IVRMSE_x1000_>1.03
30d,1,98,127.2913495942489,124.23119988762632,128.68261726064802,133.6792393354272,99.34134492014044,165.627822081252,41.73888922929727,43.32885571804066,135.76601962837776,226.26216104650874,57.21716333113185,59.478953436272946,406.76824248136313,393.48521185979416,412.76950549085745,412.1931679124671,21269.30777212469,21149.599890699727,21324.467609909865,21197.56867179613
7d,1,77,94.92103713396767,96.73228073674379,93.68066655245717,104.17655436652066,110.75160560585327,92.5752160113095,121.47646112146633,135.34508251542016,115.64182382101758,81.05802531692497,134.00526527338,149.34368319542654,412.7433575175338,433.2602605540473,398.32112459746236,396.2933432538995,46996.16022426971,46208.52803092668,47519.592959620735,47575.3486654525
90d,1,137,106.99474797709412,162.25495860145497,62.663599665500115,63.260232941847406,106.9947787976004,162.25501798929227,62.663601159775915,63.26023447801162,31.644217579012867,53.41927640006615,8.065230733117613,8.14440500411004,462.9400468507783,509.51072511200215,437.51663681802086,436.9920046540368,8341.66589367637,8520.30966276171,8249.890630860808,8239.795398924589
