Metric,Asset,BS,JD,SV,QLBS,RLOP
RMSE_hedge,SPY (τ=14d),3.5595,4.1616,5.2902,3.7229,4.1686
RMSE_hedge,SPY (τ=28d),3.2693,4.1139,5.7334,3.8599,2.0768
RMSE_hedge,SPY (τ=56d),2.8559,4.0132,6.0358,3.9667,7.4345
