bucket,BS_IVRMSE_x1000_Whole,BS_IVRMSE_x1000_<1,BS_IVRMSE_x1000_>1,BS_IVRMSE_x1000_>1.03,JD_IVRMSE_x1000_Whole,JD_IVRMSE_x1000_<1,JD_IVRMSE_x1000_>1,JD_IVRMSE_x1000_>1.03,Heston_IVRMSE_x1000_Whole,Heston_IVRMSE_x1000_<1,Heston_IVRMSE_x1000_>1,Heston_IVRMSE_x1000_>1.03,QLBS_IVRMSE_x1000_Whole,QLBS_IVRMSE_x1000_<1,QLBS_IVRMSE_x1000_>1,QLBS_IVRMSE_x1000_>1.03,RLOP_IVRMSE_x1000_Whole,RLOP_IVRMSE_x1000_<1,RLOP_IVRMSE_x1000_>1,RLOP_IVRMSE_x1000_>1.03,days_used,N_total
14d,91.49396287921209,105.12008181588361,63.599169583605416,72.25723746154002,55.265118422034604,55.04971013319027,39.77943467940813,46.05643608868603,74.73925482525182,77.62423463075511,61.237932732697246,71.04666082528638,133.15430896222526,177.03202264434952,60.813172959884895,45.830992310973244,210.9412054082432,238.32079825960105,177.9820962258063,170.5968733344713,35,409
28d,76.49869627083623,88.35124381950446,54.6453688540992,61.895991608888274,17.622437238047475,16.128861807604892,17.518342629116955,20.162059366578593,42.079163623347505,41.32204316457309,32.05806760339518,37.02165060850842,102.65335019674023,133.85919244628064,54.54678933999723,41.656586088753066,82.46689493245205,95.27172873097832,63.70132553874417,55.927359351305,35,411
56d,65.52306525148613,77.72594281915501,48.659615567233146,56.64235177164911,12.261487794316146,12.149517083474453,12.134835114560934,14.283691290782647,22.676959354287316,13.94224826432535,23.950011556004632,28.474773853774064,85.47313762098092,108.39630751788687,54.29114049337336,42.29308324323747,253.07620500412924,351.4136822846738,85.30772647750699,71.88656212680517,35,422
