high,low,last,instrument_name,bid_price,ask_price,open_interest,mark_price,creation_timestamp,price_change,interest_rate,volume,mark_iv,underlying_price,underlying_index,estimated_delivery_price,base_currency,quote_currency,volume_usd,mid_price,run_date
0.0011,0.001,0.001,BTC-28NOV25-128000-C,0.0011,0.0013,1153.9,0.00114568,1762711980718,-9.0909,0.0,1.1,47.48,103853.03,BTC-28NOV25,103676.95,BTC,BTC,120.03,0.0012,2025-11-09
,,0.018,BTC-27MAR26-150000-C,0.0185,0.0195,1314.3,0.0190579,1762711980718,,0.0,0.0,47.36,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.019,2025-11-09
0.0019,0.001,0.0018,BTC-14NOV25-112000-C,0.0014,0.0017,662.3,0.00160336,1762711980718,63.6364,0.0,13.8,46.2,103679.89,BTC-14NOV25,103676.95,BTC,BTC,1482.85,0.00155,2025-11-09
0.0001,0.0001,0.0001,BTC-14NOV25-130000-C,0.0001,0.0002,1344.1,0.00014469,1762711980718,0.0,0.0,95.7,77.85,103679.89,BTC-14NOV25,103676.95,BTC,BTC,973.67,0.00015,2025-11-09
0.0555,0.048,0.0555,BTC-30JAN26-112000-C,0.055,0.0565,217.3,0.05619583,1762711980718,15.625,0.0,2.1,44.3,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,10319.01,0.05575,2025-11-09
,,2.48,BTC-26DEC25-400000-P,2.706,2.975,0.1,2.83570856,1762711980718,,0.0,0.0,97.71,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,2.8405,2025-11-09
,,,BTC-13NOV25-110000-P,0.027,0.1045,0.0,0.06310661,1762711980718,,0.0,0.0,46.08,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,0.0,0.06575,2025-11-09
0.0285,0.022,0.028,BTC-26DEC25-114000-C,0.0275,0.028,1309.0,0.02815142,1762711980718,16.6667,0.0,20.5,43.17,104282.9,BTC-26DEC25,103676.95,BTC,BTC,53059.04,0.02775,2025-11-09
,,0.0655,BTC-26JUN26-135000-C,0.0665,0.0675,498.7,0.06725912,1762711980718,,0.0,0.0,46.87,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.067,2025-11-09
0.007,0.005,0.0065,BTC-26DEC25-130000-C,0.0065,0.0075,7554.0,0.00699623,1762711980718,30.0,0.0,28.7,45.0,104283.43,BTC-26DEC25,103676.95,BTC,BTC,17642.75,0.007,2025-11-09
,,0.078,BTC-30JAN26-104000-C,0.0875,0.089,55.8,0.08815898,1762711980718,,0.0,0.0,44.95,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.08825,2025-11-09
,,,BTC-11NOV25-106000-P,0.026,0.028,0.0,0.0264893,1762711980718,,0.0,0.0,45.87,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,0.0,0.027,2025-11-09
,,0.2011,BTC-27MAR26-90000-C,0.1985,0.2,257.5,0.19936092,1762711980718,,0.0,0.0,48.75,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.19925,2025-11-09
0.0475,0.0475,0.0475,BTC-21NOV25-101000-C,0.0455,0.047,193.1,0.04665093,1762711980718,0.0,0.0,0.1,45.06,103761.19,BTC-21NOV25,103676.95,BTC,BTC,492.75,0.04625,2025-11-09
0.0515,0.048,0.0515,BTC-14NOV25-108000-P,0.046,0.0485,174.4,0.0473138,1762711980718,7.2917,0.0,2.0,43.72,103680.55,BTC-14NOV25,103676.95,BTC,BTC,10296.28,0.04725,2025-11-09
0.0012,0.0002,0.0007,BTC-11NOV25-110000-C,0.0005,0.0007,72.0,0.00064461,1762711980718,133.3333,0.0,25.0,52.84,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,1857.26,0.0006,2025-11-09
,,,BTC-28NOV25-145000-P,0.37,0.4235,0.0,0.3964822,1762711980718,,0.0,0.0,58.0,103853.53,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.39675,2025-11-09
0.0555,0.0555,0.0555,BTC-27MAR26-90000-P,0.051,0.052,953.6,0.05143499,1762711980718,0.0,0.0,0.1,48.75,105623.87,BTC-27MAR26,103676.95,BTC,BTC,567.38,0.0515,2025-11-09
,,,BTC-26JUN26-340000-P,2.0635,2.2985,0.0,2.17284982,1762711980718,,0.0,0.0,61.57,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,2.181,2025-11-09
,,0.477,BTC-26JUN26-165000-P,0.5565,0.578,0.5,0.56923791,1762711980718,,0.0,0.0,48.42,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.56725,2025-11-09
,,0.3745,BTC-27MAR26-65000-C,0.394,0.396,3.2,0.39507767,1762711980718,,0.0,0.0,57.31,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.395,2025-11-09
0.0003,0.0003,0.0003,BTC-14NOV25-119000-C,0.0002,0.0004,319.7,0.00032928,1762711980718,0.0,0.0,3.8,55.99,103679.89,BTC-14NOV25,103676.95,BTC,BTC,116.35,0.0003,2025-11-09
,,0.1685,BTC-14NOV25-119000-P,0.146,0.15,36.6,0.14808554,1762711980718,,0.0,0.0,55.99,103679.89,BTC-14NOV25,103676.95,BTC,BTC,0.0,0.148,2025-11-09
,,0.0645,BTC-25SEP26-150000-C,0.071,0.073,189.6,0.07209809,1762711980718,,0.0,0.0,47.81,108943.49,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.072,2025-11-09
,,0.1685,BTC-26JUN26-125000-P,0.2535,0.2565,98.7,0.25467928,1762711980718,,0.0,0.0,46.67,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.255,2025-11-09
,,,BTC-25SEP26-165000-P,0.557,0.5745,0.0,0.5681153,1762711980718,,0.0,0.0,48.44,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.56575,2025-11-09
0.0055,0.0036,0.0055,BTC-26DEC25-135000-C,0.0047,0.005,4534.6,0.00505221,1762711980718,52.7778,0.0,18.4,46.86,104282.9,BTC-26DEC25,103676.95,BTC,BTC,8549.38,0.00485,2025-11-09
0.029,0.017,0.017,BTC-14NOV25-103000-P,0.0165,0.0175,163.1,0.01709253,1762711980718,-26.087,0.0,2.7,45.4,103680.55,BTC-14NOV25,103676.95,BTC,BTC,6088.76,0.017,2025-11-09
,,0.463,BTC-25SEP26-60000-C,0.4705,0.473,16.1,0.4719473,1762711980718,,0.0,0.0,54.94,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.47175,2025-11-09
0.0015,0.0011,0.0014,BTC-28NOV25-126000-C,0.0013,0.0016,1695.3,0.00141509,1762711980718,16.6667,0.0,26.5,46.15,103853.03,BTC-28NOV25,103676.95,BTC,BTC,3039.16,0.00145,2025-11-09
,,0.198,BTC-25SEP26-110000-P,0.1805,0.1835,87.1,0.18200513,1762711980720,,0.0,0.0,47.61,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.182,2025-11-09
0.009,0.009,0.009,BTC-13NOV25-100000-P,0.006,0.007,0.6,0.00640365,1762711980720,0.0,0.0,0.6,49.36,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,550.24,0.0065,2025-11-09
0.0019,0.0014,0.0014,BTC-13NOV25-94000-P,0.0011,0.0014,4.8,0.00125541,1762711980720,-26.3158,0.0,4.8,60.93,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,754.18,0.00125,2025-11-09
,,0.3145,BTC-28NOV25-132000-P,0.2495,0.293,8.4,0.27178035,1762711980720,,0.0,0.0,49.77,103853.03,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.27125,2025-11-09
,,0.816,BTC-26DEC25-20000-C,0.8075,0.8085,36.4,0.80821505,1762711980720,,0.0,0.0,96.25,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.808,2025-11-09
,,,BTC-26JUN26-380000-P,2.4245,2.6835,0.0,2.54519036,1762711980720,,0.0,0.0,64.09,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,2.554,2025-11-09
0.0029,0.002,0.0026,BTC-28NOV25-122000-C,0.0022,0.0025,4373.0,0.00235997,1762711980720,30.0,0.0,4.4,43.97,103853.53,BTC-28NOV25,103676.95,BTC,BTC,1176.62,0.00235,2025-11-09
,,0.015,BTC-25SEP26-240000-C,0.0155,0.0165,98.9,0.01621272,1762711980720,,0.0,0.0,52.46,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.016,2025-11-09
0.0165,0.0165,0.0165,BTC-27MAR26-70000-P,0.0145,0.0155,438.9,0.01495483,1762711980720,0.0,0.0,5.0,55.26,105623.87,BTC-27MAR26,103676.95,BTC,BTC,8388.44,0.015,2025-11-09
,,0.5305,BTC-26DEC25-160000-P,0.533,0.539,753.3,0.535473,1762711980720,,0.0,0.0,54.6,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.536,2025-11-09
0.023,0.018,0.018,BTC-28NOV25-98000-P,0.018,0.0185,764.0,0.01823839,1762711980720,-12.1951,0.0,9.0,46.11,103853.53,BTC-28NOV25,103676.95,BTC,BTC,19049.79,0.01825,2025-11-09
0.0085,0.0055,0.007,BTC-21NOV25-111000-C,0.007,0.0075,364.2,0.00751263,1762711980720,27.2727,0.0,24.9,41.53,103761.72,BTC-21NOV25,103676.95,BTC,BTC,18098.69,0.00725,2025-11-09
0.0505,0.0465,0.0465,BTC-30JAN26-95000-P,0.0445,0.046,1138.5,0.04529966,1762711980720,-7.9208,0.0,0.7,46.8,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,3532.96,0.04525,2025-11-09
,,0.2275,BTC-25SEP26-115000-P,0.208,0.2115,86.9,0.20970773,1762711980720,,0.0,0.0,47.45,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.20975,2025-11-09
0.055,0.044,0.055,BTC-28NOV25-101000-C,0.0535,0.055,282.6,0.05439637,1762711980720,25.0,0.0,0.4,44.12,103853.53,BTC-28NOV25,103676.95,BTC,BTC,1958.69,0.05425,2025-11-09
,,0.449,BTC-26JUN26-60000-C,0.454,0.4565,9.8,0.45549537,1762711980720,,0.0,0.0,56.46,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.45525,2025-11-09
,,0.171,BTC-28NOV25-128000-P,0.232,0.2355,25.1,0.2336696,1762711980720,,0.0,0.0,47.48,103853.03,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.23375,2025-11-09
0.0385,0.0295,0.0305,BTC-28NOV25-102000-P,0.0305,0.031,2162.5,0.03059711,1762711980720,-16.4384,0.0,20.5,43.59,103853.03,BTC-28NOV25,103676.95,BTC,BTC,71869.42,0.03075,2025-11-09
0.0895,0.082,0.082,BTC-26DEC25-108000-P,0.082,0.083,1267.0,0.08215509,1762711980720,-8.3799,0.0,1.4,43.3,104282.9,BTC-26DEC25,103676.95,BTC,BTC,12455.32,0.0825,2025-11-09
0.017,0.017,0.017,BTC-26JUN26-190000-C,0.017,0.018,151.8,0.01780144,1762711980720,0.0,0.0,0.1,50.4,107244.41,BTC-26JUN26,103676.95,BTC,BTC,172.86,0.0175,2025-11-09
0.003,0.0027,0.003,BTC-26DEC25-140000-C,0.0033,0.0036,11505.6,0.00345298,1762711980720,7.1429,0.0,2.2,47.96,104282.9,BTC-26DEC25,103676.95,BTC,BTC,646.32,0.00345,2025-11-09
,,0.065,BTC-30JAN26-108000-C,0.07,0.071,88.9,0.07059687,1762711980720,,0.0,0.0,44.47,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.0705,2025-11-09
,,,BTC-28NOV25-109000-P,0.0675,0.0685,0.0,0.06802234,1762711980720,,0.0,0.0,41.48,103853.03,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.068,2025-11-09
,,,BTC-25SEP26-240000-P,1.1355,1.325,0.0,1.21922286,1762711980720,,0.0,0.0,52.46,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,1.23025,2025-11-09
0.094,0.094,0.094,BTC-26JUN26-120000-C,0.102,0.1035,786.7,0.10281006,1762711980720,0.0,0.0,0.1,46.68,107244.41,BTC-26JUN26,103676.95,BTC,BTC,957.88,0.10275,2025-11-09
,,2.1185,BTC-27MAR26-340000-P,2.2095,2.2325,320.1,2.21953785,1762711980720,,0.0,0.0,68.37,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,2.221,2025-11-09
0.1165,0.1145,0.1145,BTC-25SEP26-95000-P,0.11,0.1125,56.0,0.11133612,1762711980720,-1.7167,0.0,0.3,48.46,108942.91,BTC-25SEP26,103676.95,BTC,BTC,3531.33,0.11125,2025-11-09
0.1405,0.1405,0.1405,BTC-27MAR26-110000-P,0.1355,0.137,896.1,0.13647113,1762711980720,0.0,0.0,0.1,45.99,105623.87,BTC-27MAR26,103676.95,BTC,BTC,1448.04,0.13625,2025-11-09
,,0.0525,BTC-10NOV25-106000-P,0.0055,0.03,0.6,0.02319461,1762711980720,,0.0,0.0,43.14,103676.23423839045,SYN.BTC-10NOV25,103676.95,BTC,BTC,0.0,0.01775,2025-11-09
0.083,0.083,0.083,BTC-10NOV25-110000-P,0.0595,0.0625,1.0,0.06100667,1762711980720,0.0,0.0,0.4,56.18,103676.23423839045,SYN.BTC-10NOV25,103676.95,BTC,BTC,3373.26,0.061,2025-11-09
,,0.148,BTC-30JAN26-112000-P,0.124,0.1255,27.6,0.12490641,1762711980720,,0.0,0.0,44.3,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.12475,2025-11-09
,,0.0038,BTC-26JUN26-40000-P,0.0031,0.0037,208.8,0.0033823,1762711980720,,0.0,0.0,65.49,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.0034,2025-11-09
0.03,0.0125,0.025,BTC-10NOV25-101000-C,0.0265,0.028,161.0,0.02693296,1762711980720,66.6667,0.0,4.4,53.59,103676.23423839045,SYN.BTC-10NOV25,103676.95,BTC,BTC,7071.42,0.02725,2025-11-09
,,0.341,BTC-27MAR26-70000-C,0.3515,0.353,71.2,0.35223055,1762711980720,,0.0,0.0,55.26,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.35225,2025-11-09
0.0017,0.001,0.0011,BTC-21NOV25-120000-C,0.0011,0.0014,592.4,0.00126526,1762711980720,10.0,0.0,33.0,45.53,103761.19,BTC-21NOV25,103676.95,BTC,BTC,3754.88,0.00125,2025-11-09
,,,BTC-26JUN26-300000-P,1.7035,1.915,0.0,1.80098711,1762711980720,,0.0,0.0,58.89,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,1.80925,2025-11-09
0.0095,0.008,0.008,BTC-26DEC25-80000-P,0.0075,0.008,2894.9,0.00752759,1762711980720,-5.8824,0.0,8.7,55.99,104282.9,BTC-26DEC25,103676.95,BTC,BTC,7959.46,0.00775,2025-11-09
,,0.154,BTC-26DEC25-126000-P,0.216,0.2215,46.6,0.21777248,1762711980720,,0.0,0.0,43.9,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.21875,2025-11-09
,,0.0002,BTC-26DEC25-280000-C,0.0001,0.0003,176.9,0.00014332,1762711980720,,0.0,0.0,89.47,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.0002,2025-11-09
0.0009,0.0007,0.0007,BTC-28NOV25-132000-C,0.0007,0.0008,311.6,0.00074006,1762711980720,0.0,0.0,4.5,49.77,103853.03,BTC-28NOV25,103676.95,BTC,BTC,351.0,0.00075,2025-11-09
,,,BTC-14NOV25-128000-P,0.201,0.2695,0.0,0.23470618,1762711980720,,0.0,0.0,73.14,103679.89,BTC-14NOV25,103676.95,BTC,BTC,0.0,0.23525,2025-11-09
0.0065,0.0065,0.0065,BTC-25SEP26-320000-C,0.006,0.0075,114.4,0.00673641,1762711980720,0.0,0.0,0.1,56.48,108942.91,BTC-25SEP26,103676.95,BTC,BTC,66.32,0.00675,2025-11-09
,,0.0001,BTC-26DEC25-400000-C,,0.0001,634.9,9.2e-06,1762711980720,,0.0,0.0,97.71,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,,2025-11-09
0.005,0.0034,0.005,BTC-21NOV25-113000-C,0.0045,0.0049,207.9,0.00481165,1762711980720,47.0588,0.0,22.5,41.67,103761.72,BTC-21NOV25,103676.95,BTC,BTC,9305.9,0.0047,2025-11-09
,,0.108,BTC-21NOV25-113000-P,0.0925,0.096,24.4,0.09384568,1762711980720,,0.0,0.0,41.67,103761.19,BTC-21NOV25,103676.95,BTC,BTC,0.0,0.09425,2025-11-09
,,0.0018,BTC-26JUN26-360000-C,0.0019,0.0024,132.5,0.00216718,1762711980720,,0.0,0.0,62.82,107244.94,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.00215,2025-11-09
,,0.2117,BTC-14NOV25-120000-P,0.1285,0.188,18.8,0.15769266,1762711980720,,0.0,0.0,57.92,103679.89,BTC-14NOV25,103676.95,BTC,BTC,0.0,0.15825,2025-11-09
,,,BTC-12NOV25-96000-C,0.0685,0.0815,0.0,0.07537996,1762711980720,,0.0,0.0,59.78,103677.60711919522,SYN.BTC-12NOV25,103676.95,BTC,BTC,0.0,0.075,2025-11-09
0.0003,0.0003,0.0003,BTC-26DEC25-220000-C,0.0002,0.0003,473.8,0.00025782,1762711980720,0.0,0.0,1.1,73.74,104283.43,BTC-26DEC25,103676.95,BTC,BTC,33.62,0.00025,2025-11-09
0.039,0.029,0.039,BTC-21NOV25-102000-C,0.0395,0.041,172.6,0.04048307,1762711980720,25.8065,0.0,22.1,44.4,103761.72,BTC-21NOV25,103676.95,BTC,BTC,67059.81,0.04025,2025-11-09
,,0.0035,BTC-27MAR26-210000-C,0.0034,0.0038,291.4,0.00361193,1762711980720,,0.0,0.0,54.94,105624.4,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.0036,2025-11-09
0.0038,0.0035,0.0038,BTC-30JAN26-160000-C,0.0038,0.0043,130.1,0.00406061,1762711980720,8.5714,0.0,10.2,49.58,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,3935.12,0.00405,2025-11-09
,,0.0909,BTC-21NOV25-112000-P,0.0775,0.094,7.7,0.08544584,1762711980720,,0.0,0.0,41.63,103761.19,BTC-21NOV25,103676.95,BTC,BTC,0.0,0.08575,2025-11-09
0.0105,0.0075,0.01,BTC-26DEC25-126000-C,0.0095,0.01,657.9,0.00952719,1762711980720,33.3333,0.0,9.0,43.9,104282.9,BTC-26DEC25,103676.95,BTC,BTC,8408.14,0.00975,2025-11-09
0.0755,0.0755,0.0755,BTC-14NOV25-96000-C,0.076,0.078,38.9,0.07726608,1762711980720,0.0,0.0,2.0,55.96,103679.89,BTC-14NOV25,103676.95,BTC,BTC,15627.53,0.077,2025-11-09
0.0335,0.026,0.026,BTC-28NOV25-101000-P,0.0265,0.0275,415.9,0.02693477,1762711980720,-14.7541,0.0,43.5,44.12,103853.53,BTC-28NOV25,103676.95,BTC,BTC,145708.37,0.027,2025-11-09
0.0004,0.0003,0.0004,BTC-28NOV25-70000-P,0.0004,0.0005,487.5,0.00041286,1762711980720,0.0,0.0,1.6,73.95,103853.53,BTC-28NOV25,103676.95,BTC,BTC,60.98,0.00045,2025-11-09
,,0.0495,BTC-25SEP26-165000-C,0.0525,0.054,11.4,0.05354583,1762711980720,,0.0,0.0,48.44,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.05325,2025-11-09
0.003,0.0001,0.0022,BTC-21NOV25-88000-P,0.0022,0.0025,480.6,0.00238332,1762711980720,-15.3846,0.0,207.5,58.8,103761.19,BTC-21NOV25,103676.95,BTC,BTC,15825.7,0.00235,2025-11-09
,,0.399,BTC-27MAR26-160000-P,0.5185,0.5365,0.7,0.52833194,1762711980720,,0.0,0.0,48.54,105624.4,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.5275,2025-11-09
,,0.277,BTC-26DEC25-75000-C,0.2845,0.2865,298.8,0.28583091,1762711980720,,0.0,0.0,60.44,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.2855,2025-11-09
,,0.3615,BTC-30JAN26-65000-C,0.3835,0.385,5.2,0.38442159,1762711980720,,0.0,0.0,61.2,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.38425,2025-11-09
0.039,0.028,0.0365,BTC-28NOV25-104000-C,0.037,0.038,860.0,0.03750263,1762711980720,23.7288,0.0,21.8,42.45,103853.53,BTC-28NOV25,103676.95,BTC,BTC,82805.91,0.0375,2025-11-09
,,0.5015,BTC-25SEP26-160000-P,0.5045,0.593,0.1,0.52772835,1762711980720,,0.0,0.0,48.23,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.54875,2025-11-09
0.0635,0.061,0.061,BTC-25SEP26-80000-P,0.06,0.0615,224.6,0.0608974,1762711980720,-3.1746,0.0,1.3,50.22,108942.91,BTC-25SEP26,103676.95,BTC,BTC,8312.74,0.06075,2025-11-09
0.0105,0.0001,0.0065,BTC-14NOV25-99000-P,0.0065,0.007,331.0,0.00675376,1762711980720,-23.5294,0.0,59.9,51.49,103679.89,BTC-14NOV25,103676.95,BTC,BTC,8641.6,0.00675,2025-11-09
0.0155,0.0095,0.0135,BTC-21NOV25-108000-C,0.013,0.014,817.5,0.01399693,1762711980720,42.1053,0.0,109.6,41.56,103761.72,BTC-21NOV25,103676.95,BTC,BTC,145607.67,0.0135,2025-11-09
,,1.1965,BTC-26DEC25-240000-P,1.224,1.387,0.2,1.30159894,1762711980720,,0.0,0.0,78.57,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,1.3055,2025-11-09
,,0.1595,BTC-27MAR26-95000-C,0.167,0.169,159.6,0.16810886,1762711980720,,0.0,0.0,47.77,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.168,2025-11-09
,,0.2575,BTC-27MAR26-155000-P,0.4745,0.492,1.1,0.48350188,1762711980720,,0.0,0.0,47.97,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.48325,2025-11-09
,,0.203,BTC-14NOV25-125000-P,0.1735,0.238,0.1,0.20580872,1762711980720,,0.0,0.0,67.62,103679.89,BTC-14NOV25,103676.95,BTC,BTC,0.0,0.20575,2025-11-09
,,0.508,BTC-26DEC25-50000-C,0.52,0.5215,44.0,0.52076144,1762711980720,,0.0,0.0,77.17,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.52075,2025-11-09
0.0385,0.038,0.0385,BTC-25SEP26-180000-C,0.0395,0.041,37.3,0.04053036,1762711980720,1.3158,0.0,5.3,49.16,108942.91,BTC-25SEP26,103676.95,BTC,BTC,20733.5,0.04025,2025-11-09
0.0007,0.0005,0.0006,BTC-26DEC25-190000-C,0.0004,0.0006,1991.1,0.00049296,1762711980720,20.0,0.0,8.8,65.18,104282.9,BTC-26DEC25,103676.95,BTC,BTC,575.91,0.0005,2025-11-09
,,1.734,BTC-27MAR26-320000-P,2.0205,2.0415,340.0,2.0302791,1762711980720,,0.0,0.0,66.28,105624.4,BTC-27MAR26,103676.95,BTC,BTC,0.0,2.031,2025-11-09
0.001,0.0008,0.0009,BTC-28NOV25-130000-C,0.0009,0.001,3339.2,0.00090891,1762711980720,0.0,0.0,14.6,48.57,103853.53,BTC-28NOV25,103676.95,BTC,BTC,1266.58,0.00095,2025-11-09
,,1.883,BTC-26DEC25-320000-P,1.965,2.1815,13.7,2.06864785,1762711980720,,0.0,0.0,96.31,104283.43,BTC-26DEC25,103676.95,BTC,BTC,0.0,2.07325,2025-11-09
,,0.109,BTC-28NOV25-126000-P,0.213,0.2165,30.9,0.21468083,1762711980720,,0.0,0.0,46.15,103853.53,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.21475,2025-11-09
0.0795,0.076,0.076,BTC-26JUN26-90000-P,0.0735,0.075,979.7,0.07430803,1762711980720,-1.9355,0.0,11.6,48.75,107244.41,BTC-26JUN26,103676.95,BTC,BTC,91825.05,0.07425,2025-11-09
0.0955,0.0955,0.0955,BTC-26DEC25-110000-P,0.0935,0.095,2651.4,0.09446195,1762711980720,0.0,0.0,0.2,43.3,104283.43,BTC-26DEC25,103676.95,BTC,BTC,1979.11,0.09425,2025-11-09
,,,BTC-13NOV25-106000-P,0.029,0.0345,0.0,0.03069445,1762711980720,,0.0,0.0,43.2,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,0.0,0.03175,2025-11-09
0.0205,0.011,0.0175,BTC-14NOV25-104000-C,0.018,0.019,826.7,0.01833742,1762711980720,59.0909,0.0,36.0,44.36,103679.89,BTC-14NOV25,103676.95,BTC,BTC,49162.71,0.0185,2025-11-09
,,0.0006,BTC-27MAR26-340000-C,0.0004,0.0008,499.7,0.00059136,1762711980720,,0.0,0.0,68.37,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.0006,2025-11-09
,,0.832,BTC-26JUN26-220000-P,1.0005,1.1555,0.2,1.06188429,1762711980720,,0.0,0.0,53.04,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,1.078,2025-11-09
0.0029,0.001,0.001,BTC-11NOV25-98000-P,0.001,0.0012,90.4,0.00111159,1762711980720,-54.5455,0.0,31.1,57.68,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,6212.2,0.0011,2025-11-09
0.0225,0.013,0.014,BTC-14NOV25-102000-P,0.013,0.014,600.6,0.01361592,1762711980720,-28.2051,0.0,35.6,46.78,103679.89,BTC-14NOV25,103676.95,BTC,BTC,58139.13,0.0135,2025-11-09
0.002,0.0018,0.002,BTC-28NOV25-124000-C,0.0018,0.002,3010.7,0.00180291,1762711980720,11.1111,0.0,0.6,44.98,103853.53,BTC-28NOV25,103676.95,BTC,BTC,121.91,0.0019,2025-11-09
,,0.1035,BTC-26DEC25-96000-C,0.11,0.112,133.2,0.11141757,1762711980720,,0.0,0.0,46.86,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.111,2025-11-09
0.0365,0.02,0.0365,BTC-10NOV25-100000-C,0.035,0.0375,22.6,0.0360864,1762711980720,65.9091,0.0,1.4,59.06,103676.23423839045,SYN.BTC-10NOV25,103676.95,BTC,BTC,4217.06,0.03625,2025-11-09
0.0002,0.0001,0.0002,BTC-28NOV25-155000-C,0.0001,0.0003,248.9,0.00017261,1762711980720,0.0,0.0,11.6,65.06,103853.03,BTC-28NOV25,103676.95,BTC,BTC,134.76,0.0002,2025-11-09
,,0.1685,BTC-25SEP26-105000-P,0.155,0.1575,71.6,0.15617551,1762711980720,,0.0,0.0,47.78,108943.49,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.15625,2025-11-09
,,0.317,BTC-25SEP26-130000-P,0.302,0.306,14.3,0.30369083,1762711980720,,0.0,0.0,47.34,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.304,2025-11-09
,,0.119,BTC-26JUN26-115000-C,0.1175,0.1195,885.4,0.11865287,1762711980720,,0.0,0.0,46.78,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.1185,2025-11-09
,,0.092,BTC-14NOV25-111000-P,0.071,0.074,369.7,0.072725,1762711980720,,0.0,0.0,45.09,103679.89,BTC-14NOV25,103676.95,BTC,BTC,0.0,0.0725,2025-11-09
,,0.159,BTC-30JAN26-114000-P,0.137,0.1385,31.8,0.13786009,1762711980720,,0.0,0.0,44.3,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.13775,2025-11-09
,,,BTC-30JAN26-70000-C,0.338,0.34,0.0,0.33903209,1762711980720,,0.0,0.0,58.04,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.339,2025-11-09
