high,low,last,instrument_name,bid_price,ask_price,open_interest,mark_price,creation_timestamp,price_change,interest_rate,volume,mark_iv,underlying_price,underlying_index,estimated_delivery_price,base_currency,quote_currency,volume_usd,mid_price,run_date
0.0635,0.052,0.053,BTC-26DEC25-102000-P,0.052,0.053,607.9,0.05255243,1762711980720,-9.4017,0.0,3.4,44.67,104282.9,BTC-26DEC25,103676.95,BTC,BTC,20104.28,0.0525,2025-11-09
0.094,0.093,0.093,BTC-27MAR26-100000-P,0.0865,0.0875,1466.4,0.08701765,1762711980720,-1.0638,0.0,5.0,47.0,105624.4,BTC-27MAR26,103676.95,BTC,BTC,47582.6,0.087,2025-11-09
,,,BTC-26JUN26-320000-P,1.8835,2.106,0.0,1.98677787,1762711980720,,0.0,0.0,60.1,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,1.99475,2025-11-09
0.011,0.011,0.011,BTC-13NOV25-105000-C,0.011,0.012,4.9,0.01150749,1762711980720,0.0,0.0,5.2,43.11,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,5913.3,0.0115,2025-11-09
,,,BTC-13NOV25-103000-C,0.0205,0.0215,0.0,0.02101856,1762711980721,,0.0,0.0,44.59,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,0.0,0.021,2025-11-09
0.2385,0.2365,0.2385,BTC-26DEC25-80000-C,0.239,0.2415,522.6,0.24038772,1762711980721,0.8457,0.0,0.2,55.99,104283.43,BTC-26DEC25,103676.95,BTC,BTC,4904.86,0.24025,2025-11-09
,,0.02,BTC-25SEP26-220000-C,0.0205,0.0215,172.9,0.02123317,1762711980721,,0.0,0.0,51.3,108943.49,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.021,2025-11-09
0.107,0.107,0.107,BTC-30JAN26-108000-P,0.1005,0.102,11.8,0.10113921,1762711980721,0.0,0.0,0.1,44.47,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,1096.29,0.10125,2025-11-09
0.0525,0.0525,0.0525,BTC-21NOV25-108000-P,0.054,0.0555,54.9,0.05484361,1762711980721,0.0,0.0,0.5,41.56,103761.72,BTC-21NOV25,103676.95,BTC,BTC,2729.41,0.05475,2025-11-09
,,0.082,BTC-14NOV25-109000-P,0.0535,0.057,394.2,0.05532579,1762711980721,,0.0,0.0,43.77,103680.55,BTC-14NOV25,103676.95,BTC,BTC,0.0,0.05525,2025-11-09
,,0.208,BTC-25SEP26-100000-C,0.2135,0.216,22.6,0.21474151,1762711980721,,0.0,0.0,48.08,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.21475,2025-11-09
0.0039,0.0007,0.0021,BTC-10NOV25-105000-C,0.0021,0.0024,352.4,0.00222425,1762711980721,110.0,0.0,292.8,42.54,103675.70428981217,SYN.BTC-10NOV25,103676.95,BTC,BTC,63577.18,0.00225,2025-11-09
,,0.1965,BTC-26DEC25-122000-P,0.181,0.187,70.4,0.18342444,1762711980721,,0.0,0.0,43.3,104283.43,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.184,2025-11-09
,,,BTC-14NOV25-92000-C,0.1125,0.115,0.0,0.11394309,1762711980721,,0.0,0.0,63.53,103679.89,BTC-14NOV25,103676.95,BTC,BTC,0.0,0.11375,2025-11-09
,,,BTC-28NOV25-155000-P,0.4635,0.5335,0.0,0.49268204,1762711980721,,0.0,0.0,65.06,103853.03,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.4985,2025-11-09
0.024,0.023,0.023,BTC-25SEP26-60000-P,0.022,0.0235,405.3,0.02269983,1762711980721,-4.1667,0.0,3.5,54.94,108943.49,BTC-25SEP26,103676.95,BTC,BTC,8490.11,0.02275,2025-11-09
0.1448,0.1447,0.1447,BTC-26DEC25-115000-P,0.1275,0.13,936.7,0.12869333,1762711980721,-0.0691,0.0,25.0,43.29,104283.43,BTC-26DEC25,103676.95,BTC,BTC,368238.82,0.12875,2025-11-09
,,0.2045,BTC-28NOV25-85000-C,0.183,0.1855,1.3,0.1847432,1762711980721,,0.0,0.0,57.96,103853.53,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.18425,2025-11-09
,,0.329,BTC-28NOV25-70000-C,0.325,0.327,42.2,0.32637634,1762711980721,,0.0,0.0,73.95,103853.53,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.326,2025-11-09
,,,BTC-21NOV25-88000-C,0.1525,0.155,0.0,0.15428602,1762711980721,,0.0,0.0,58.8,103761.19,BTC-21NOV25,103676.95,BTC,BTC,0.0,0.15375,2025-11-09
,,2.15,BTC-26JUN26-360000-P,2.244,2.4905,0.0,2.35897172,1762711980721,,0.0,0.0,62.82,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,2.36725,2025-11-09
,,0.032,BTC-26JUN26-160000-C,0.034,0.035,519.7,0.03471151,1762711980721,,0.0,0.0,48.1,107244.94,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.0345,2025-11-09
,,,BTC-12NOV25-107000-P,0.035,0.038,0.0,0.03597401,1762711980721,,0.0,0.0,43.32,103677.60711919522,SYN.BTC-12NOV25,103676.95,BTC,BTC,0.0,0.0365,2025-11-09
,,0.173,BTC-28NOV25-120000-P,0.157,0.1605,578.2,0.15848173,1762711980721,,0.0,0.0,42.58,103853.03,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.15875,2025-11-09
0.0047,0.003,0.0047,BTC-13NOV25-108000-C,0.004,0.0043,2.1,0.00415276,1762711980721,56.6667,0.0,2.1,43.96,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,986.21,0.00415,2025-11-09
0.0725,0.0666,0.0666,BTC-21NOV25-110000-P,0.068,0.0705,52.3,0.06948843,1762711980721,-8.1379,0.0,0.7,41.62,103761.19,BTC-21NOV25,103676.95,BTC,BTC,4956.01,0.06925,2025-11-09
0.0625,0.0605,0.0605,BTC-21NOV25-107000-P,0.0475,0.049,70.5,0.04816368,1762711980721,-3.2,0.0,0.2,41.61,103761.19,BTC-21NOV25,103676.95,BTC,BTC,1252.74,0.04825,2025-11-09
,,0.0085,BTC-26JUN26-230000-C,0.0085,0.0095,122.9,0.0090115,1762711980721,,0.0,0.0,53.9,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.009,2025-11-09
,,,BTC-26JUN26-210000-P,0.9525,1.062,0.0,0.97039307,1762711980721,,0.0,0.0,52.07,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,1.00725,2025-11-09
0.033,0.033,0.033,BTC-25SEP26-190000-C,0.033,0.0345,106.3,0.03402776,1762711980721,0.0,0.0,10.0,49.66,108943.49,BTC-25SEP26,103676.95,BTC,BTC,33555.75,0.03375,2025-11-09
0.045,0.0335,0.0415,BTC-28NOV25-103000-C,0.042,0.043,335.0,0.04274286,1762711980721,22.0588,0.0,3.8,42.98,103853.03,BTC-28NOV25,103676.95,BTC,BTC,16720.69,0.0425,2025-11-09
,,0.136,BTC-28NOV25-116000-P,0.121,0.1245,512.3,0.1228051,1762711980721,,0.0,0.0,41.65,103853.03,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.12275,2025-11-09
,,,BTC-13NOV25-101000-C,0.033,0.035,0.0,0.03422911,1762711980721,,0.0,0.0,47.49,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,0.0,0.034,2025-11-09
,,0.449,BTC-26JUN26-170000-P,0.592,0.664,0.8,0.61245762,1762711980721,,0.0,0.0,48.78,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.628,2025-11-09
0.0115,0.008,0.0105,BTC-26DEC25-125000-C,0.0105,0.011,7240.5,0.01051403,1762711980721,31.25,0.0,194.1,43.89,104283.43,BTC-26DEC25,103676.95,BTC,BTC,181689.65,0.01075,2025-11-09
0.041,0.041,0.041,BTC-30JAN26-115000-C,0.0465,0.047,25.7,0.04719632,1762711980721,0.0,0.0,5.0,44.29,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,20823.5,0.04675,2025-11-09
,,0.0115,BTC-27MAR26-65000-P,0.01,0.011,582.9,0.0104645,1762711980721,,0.0,0.0,57.31,105624.4,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.0105,2025-11-09
0.036,0.029,0.0303,BTC-26DEC25-95000-P,0.029,0.0295,4893.1,0.0294541,1762711980721,-6.7692,0.0,28.8,47.4,104283.43,BTC-26DEC25,103676.95,BTC,BTC,97715.25,0.02925,2025-11-09
,,,BTC-25SEP26-220000-P,0.993,1.1425,0.0,1.04065913,1762711980721,,0.0,0.0,51.3,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,1.06775,2025-11-09
0.0019,0.0019,0.0019,BTC-26DEC25-65000-P,0.0018,0.0019,2024.6,0.00185574,1762711980721,0.0,0.0,0.3,67.93,104282.9,BTC-26DEC25,103676.95,BTC,BTC,58.01,0.00185,2025-11-09
0.0195,0.0195,0.0195,BTC-13NOV25-104000-P,0.0185,0.0195,0.1,0.01890165,1762711980721,0.0,0.0,0.1,43.79,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,202.26,0.019,2025-11-09
0.0555,0.0464,0.0555,BTC-26DEC25-106000-C,0.054,0.055,723.1,0.05471991,1762711980721,19.6121,0.0,25.5,43.62,104282.9,BTC-26DEC25,103676.95,BTC,BTC,120675.06,0.0545,2025-11-09
0.1095,0.1065,0.1095,BTC-26DEC25-112000-P,0.1065,0.108,532.6,0.10751157,1762711980721,2.8169,0.0,0.4,43.24,104282.9,BTC-26DEC25,103676.95,BTC,BTC,4505.24,0.10725,2025-11-09
,,0.562,BTC-27MAR26-180000-P,0.699,0.723,0.4,0.71155404,1762711980721,,0.0,0.0,51.06,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.711,2025-11-09
,,,BTC-25SEP26-280000-P,1.487,1.6945,0.0,1.58018873,1762711980721,,0.0,0.0,54.51,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,1.59075,2025-11-09
0.002,0.0019,0.002,BTC-27MAR26-240000-C,0.0019,0.0022,154.2,0.00206347,1762711980721,5.2632,0.0,5.1,58.58,105623.87,BTC-27MAR26,103676.95,BTC,BTC,986.52,0.00205,2025-11-09
0.0046,0.0031,0.0031,BTC-14NOV25-96000-P,0.0032,0.0033,828.0,0.00318709,1762711980721,-29.5455,0.0,21.8,55.96,103679.89,BTC-14NOV25,103676.95,BTC,BTC,8040.63,0.00325,2025-11-09
0.0047,0.0045,0.0047,BTC-26DEC25-132000-C,0.0055,0.0065,564.6,0.00599362,1762711980721,4.4444,0.0,1.9,45.52,104283.43,BTC-26DEC25,103676.95,BTC,BTC,908.97,0.006,2025-11-09
,,0.3505,BTC-26JUN26-145000-P,0.3895,0.4555,5.1,0.40309024,1762711980721,,0.0,0.0,47.22,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.4225,2025-11-09
0.005,0.0015,0.0016,BTC-11NOV25-99000-P,0.0015,0.0018,90.7,0.00165086,1762711980721,-42.8571,0.0,319.5,54.72,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,124099.96,0.00165,2025-11-09
,,0.3225,BTC-27MAR26-135000-P,0.3075,0.3175,31.7,0.31221309,1762711980721,,0.0,0.0,46.2,105624.4,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.3125,2025-11-09
,,0.13,BTC-27MAR26-100000-C,0.1395,0.141,1417.8,0.14026868,1762711980721,,0.0,0.0,47.0,105624.4,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.14025,2025-11-09
0.0007,0.0006,0.0007,BTC-28NOV25-134000-C,0.0006,0.0008,726.7,0.00066365,1762711980721,16.6667,0.0,0.5,51.59,103853.53,BTC-28NOV25,103676.95,BTC,BTC,31.55,0.0007,2025-11-09
0.0001,0.0001,0.0001,BTC-26DEC25-340000-C,,0.0001,236.1,5.543e-05,1762711980721,0.0,0.0,0.8,97.53,104282.9,BTC-26DEC25,103676.95,BTC,BTC,8.3,,2025-11-09
,,0.0011,BTC-26DEC25-60000-P,0.0009,0.0011,700.9,0.0010399,1762711980721,,0.0,0.0,71.49,104283.43,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.001,2025-11-09
0.1555,0.1555,0.1555,BTC-26DEC25-116000-P,0.1345,0.137,481.1,0.13587471,1762711980721,0.0,0.0,0.1,43.12,104282.9,BTC-26DEC25,103676.95,BTC,BTC,1579.59,0.13575,2025-11-09
,,0.227,BTC-25SEP26-95000-C,0.238,0.2405,39.9,0.23931127,1762711980721,,0.0,0.0,48.46,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.23925,2025-11-09
,,0.1685,BTC-14NOV25-126000-P,0.1825,0.2495,0.5,0.21541632,1762711980721,,0.0,0.0,68.33,103679.89,BTC-14NOV25,103676.95,BTC,BTC,0.0,0.216,2025-11-09
0.007,0.0019,0.0065,BTC-11NOV25-105000-C,0.006,0.007,32.4,0.00660132,1762711980721,195.4545,0.0,24.6,45.15,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,8408.09,0.0065,2025-11-09
0.033,0.019,0.033,BTC-12NOV25-101000-C,0.0305,0.033,1.5,0.03202087,1762711980721,46.6667,0.0,1.7,47.97,103677.60711919522,SYN.BTC-12NOV25,103676.95,BTC,BTC,3837.24,0.03175,2025-11-09
,,0.55,BTC-27MAR26-200000-P,0.8835,0.913,0.8,0.89794227,1762711980721,,0.0,0.0,53.57,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.89825,2025-11-09
,,0.0075,BTC-26JUN26-240000-C,0.007,0.008,514.8,0.00750666,1762711980721,,0.0,0.0,54.37,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.0075,2025-11-09
0.0195,0.0135,0.018,BTC-28NOV25-109000-C,0.0175,0.0185,55.2,0.01845119,1762711980721,28.5714,0.0,59.5,41.48,103853.53,BTC-28NOV25,103676.95,BTC,BTC,104389.81,0.018,2025-11-09
,,0.1118,BTC-14NOV25-122000-P,0.146,0.2135,16.9,0.17687419,1762711980721,,0.0,0.0,59.91,103679.89,BTC-14NOV25,103676.95,BTC,BTC,0.0,0.17975,2025-11-09
,,0.026,BTC-25SEP26-200000-C,0.028,0.029,229.6,0.02880293,1762711980721,,0.0,0.0,50.18,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.0285,2025-11-09
,,,BTC-21NOV25-128000-P,0.205,0.2625,0.0,0.23408917,1762711980721,,0.0,0.0,53.23,103761.72,BTC-21NOV25,103676.95,BTC,BTC,0.0,0.23375,2025-11-09
,,0.0001,BTC-26DEC25-20000-P,,0.0001,543.7,2e-08,1762711980721,,0.0,0.0,96.25,104283.43,BTC-26DEC25,103676.95,BTC,BTC,0.0,,2025-11-09
0.0003,0.0001,0.0001,BTC-10NOV25-94000-P,0.0001,0.0002,136.9,0.00013532,1762711980721,0.0,0.0,94.8,106.14,103676.23423839045,SYN.BTC-10NOV25,103676.95,BTC,BTC,1510.16,0.00015,2025-11-09
0.0705,0.0705,0.0705,BTC-30JAN26-106000-C,0.078,0.0795,71.5,0.07896197,1762711980721,0.0,0.0,0.1,44.67,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,716.66,0.07875,2025-11-09
0.0017,0.0007,0.0017,BTC-12NOV25-110000-C,0.001,0.0014,21.5,0.00121135,1762711980721,142.8571,0.0,14.6,47.16,103677.60711919522,SYN.BTC-12NOV25,103676.95,BTC,BTC,1242.19,0.0012,2025-11-09
,,0.0745,BTC-25SEP26-145000-C,0.079,0.0805,210.8,0.08008036,1762711980721,,0.0,0.0,47.68,108943.49,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.07975,2025-11-09
,,0.347,BTC-30JAN26-140000-P,0.3355,0.3815,1.4,0.34660989,1762711980721,,0.0,0.0,46.08,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.3585,2025-11-09
0.017,0.011,0.0155,BTC-28NOV25-110000-C,0.015,0.0155,3359.6,0.01589671,1762711980721,34.7826,0.0,69.6,41.54,103853.03,BTC-28NOV25,103676.95,BTC,BTC,108330.54,0.01525,2025-11-09
,,0.058,BTC-25SEP26-160000-C,0.058,0.0595,20.5,0.05905493,1762711980721,,0.0,0.0,48.23,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.05875,2025-11-09
0.0075,0.0065,0.0075,BTC-27MAR26-180000-C,0.007,0.0075,2566.6,0.00740589,1762711980721,15.3846,0.0,11.5,51.06,105624.4,BTC-27MAR26,103676.95,BTC,BTC,8491.54,0.00725,2025-11-09
0.0065,0.0043,0.006,BTC-28NOV25-116000-C,0.0055,0.006,2749.5,0.0058303,1762711980721,39.5349,0.0,13.1,41.65,103853.53,BTC-28NOV25,103676.95,BTC,BTC,6663.54,0.00575,2025-11-09
0.0175,0.015,0.015,BTC-30JAN26-80000-P,0.015,0.0155,138.7,0.01542665,1762711980722,-14.2857,0.0,1.9,52.79,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,3353.3,0.01525,2025-11-09
0.011,0.0019,0.009,BTC-21NOV25-96000-P,0.0085,0.0095,214.2,0.00899333,1762711980722,-18.1818,0.0,85.6,49.93,103761.72,BTC-21NOV25,103676.95,BTC,BTC,44434.21,0.009,2025-11-09
,,0.259,BTC-28NOV25-125000-P,0.2035,0.207,166.8,0.20522561,1762711980722,,0.0,0.0,45.53,103853.03,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.20525,2025-11-09
0.0215,0.014,0.0215,BTC-21NOV25-106000-C,0.02,0.0205,775.3,0.02032686,1762711980722,53.5714,0.0,7.4,41.63,103761.19,BTC-21NOV25,103676.95,BTC,BTC,14407.27,0.02025,2025-11-09
,,0.139,BTC-21NOV25-95000-C,0.0905,0.093,3.0,0.09195924,1762711980722,,0.0,0.0,50.72,103761.72,BTC-21NOV25,103676.95,BTC,BTC,0.0,0.09175,2025-11-09
,,0.3495,BTC-27MAR26-150000-P,0.431,0.501,10.8,0.43918135,1762711980722,,0.0,0.0,47.36,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.466,2025-11-09
,,0.1255,BTC-30JAN26-96000-C,0.132,0.133,4.8,0.13248461,1762711980722,,0.0,0.0,46.56,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.1325,2025-11-09
0.005,0.005,0.005,BTC-13NOV25-99000-P,0.0047,0.0055,0.2,0.00499221,1762711980722,0.0,0.0,0.2,51.69,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,103.7,0.0051,2025-11-09
,,0.035,BTC-14NOV25-99000-C,0.0505,0.0525,5.8,0.05189772,1762711980722,,0.0,0.0,51.49,103679.89,BTC-14NOV25,103676.95,BTC,BTC,0.0,0.0515,2025-11-09
0.0006,0.0005,0.0006,BTC-28NOV25-135000-C,0.0005,0.0007,3762.5,0.00059523,1762711980722,20.0,0.0,0.4,52.08,103853.53,BTC-28NOV25,103676.95,BTC,BTC,23.37,0.0006,2025-11-09
,,0.068,BTC-27MAR26-95000-P,0.067,0.068,1123.7,0.06752038,1762711980722,,0.0,0.0,47.77,105624.4,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.0675,2025-11-09
0.015,0.015,0.015,BTC-26JUN26-60000-P,0.0145,0.0155,459.3,0.01496279,1762711980722,0.0,0.0,0.4,56.46,107244.41,BTC-26JUN26,103676.95,BTC,BTC,613.86,0.015,2025-11-09
,,,BTC-13NOV25-99000-C,0.0465,0.053,0.0,0.05012998,1762711980722,,0.0,0.0,51.69,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,0.0,0.04975,2025-11-09
0.0165,0.011,0.013,BTC-11NOV25-103000-P,0.0085,0.0095,22.8,0.00902188,1762711980722,-21.2121,0.0,16.0,46.0,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,20212.48,0.009,2025-11-09
,,,BTC-27MAR26-240000-P,1.196,1.3645,0.0,1.274261,1762711980722,,0.0,0.0,58.58,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,1.28025,2025-11-09
,,,BTC-13NOV25-98000-C,0.0545,0.062,0.0,0.0585225,1762711980722,,0.0,0.0,53.28,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,0.0,0.05825,2025-11-09
0.001,0.001,0.001,BTC-27MAR26-280000-C,0.001,0.0012,284.8,0.00117067,1762711980722,0.0,0.0,0.5,63.03,105623.87,BTC-27MAR26,103676.95,BTC,BTC,51.58,0.0011,2025-11-09
,,0.5435,BTC-28NOV25-50000-C,0.5175,0.519,10.1,0.51857001,1762711980722,,0.0,0.0,99.95,103853.03,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.51825,2025-11-09
,,,BTC-27MAR26-220000-P,1.0135,1.1705,0.0,1.08577619,1762711980722,,0.0,0.0,56.12,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,1.092,2025-11-09
,,0.02,BTC-26JUN26-180000-C,0.0215,0.022,1202.8,0.02198488,1762711980722,,0.0,0.0,49.64,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.02175,2025-11-09
0.097,0.097,0.097,BTC-26JUN26-95000-P,0.0915,0.093,246.0,0.09230617,1762711980722,0.0,0.0,5.0,48.1,107244.41,BTC-26JUN26,103676.95,BTC,BTC,49492.05,0.09225,2025-11-09
0.02,0.015,0.02,BTC-26DEC25-118000-C,0.019,0.02,2077.5,0.01977656,1762711980722,25.0,0.0,213.0,43.3,104283.43,BTC-26DEC25,103676.95,BTC,BTC,355352.84,0.0195,2025-11-09
0.0029,0.0007,0.0007,BTC-11NOV25-97000-P,0.0006,0.0009,548.0,0.00073232,1762711980722,-53.3333,0.0,582.9,60.29,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,125589.16,0.00075,2025-11-09
0.0624,0.0624,0.0624,BTC-30JAN26-98000-P,0.0545,0.056,18.1,0.05537317,1762711980722,0.0,0.0,2.0,46.06,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,12669.61,0.05525,2025-11-09
0.0325,0.0275,0.0275,BTC-12NOV25-105000-P,0.021,0.0225,0.8,0.02171523,1762711980722,-15.3846,0.0,0.8,42.89,103677.60711919522,SYN.BTC-12NOV25,103676.95,BTC,BTC,2363.01,0.02175,2025-11-09
,,0.5,BTC-25SEP26-150000-P,0.4075,0.512,0.7,0.44897943,1762711980722,,0.0,0.0,47.81,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.45975,2025-11-09
0.0033,0.0012,0.0033,BTC-12NOV25-108000-C,0.0024,0.0028,29.0,0.00261445,1762711980722,106.25,0.0,19.3,44.28,103677.60711919522,SYN.BTC-12NOV25,103676.95,BTC,BTC,3139.84,0.0026,2025-11-09
0.015,0.015,0.015,BTC-13NOV25-103000-P,0.014,0.015,0.1,0.01446108,1762711980722,0.0,0.0,0.1,44.59,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,155.59,0.0145,2025-11-09
,,0.1515,BTC-30JAN26-124000-P,0.2035,0.2295,0.2,0.21035268,1762711980722,,0.0,0.0,44.3,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.2165,2025-11-09
,,0.272,BTC-27MAR26-80000-C,0.27,0.272,112.9,0.27105835,1762711980722,,0.0,0.0,51.47,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.271,2025-11-09
0.031,0.0205,0.031,BTC-21NOV25-104000-C,0.0285,0.0295,250.2,0.02920206,1762711980722,51.2195,0.0,1.3,42.66,103761.19,BTC-21NOV25,103676.95,BTC,BTC,4033.09,0.029,2025-11-09
,,,BTC-11NOV25-97000-C,0.0635,0.066,0.0,0.06514812,1762711980722,,0.0,0.0,60.29,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,0.0,0.06475,2025-11-09
0.0022,0.0018,0.0019,BTC-26DEC25-150000-C,0.0018,0.002,7050.6,0.00189992,1762711980722,5.5556,0.0,17.0,51.12,104283.43,BTC-26DEC25,103676.95,BTC,BTC,3442.19,0.0019,2025-11-09
0.056,0.055,0.0555,BTC-30JAN26-110000-C,0.062,0.0635,140.2,0.06300352,1762711980722,0.9091,0.0,25.0,44.34,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,141526.17,0.06275,2025-11-09
,,0.9925,BTC-26JUN26-240000-P,1.1645,1.3435,0.1,1.24537636,1762711980722,,0.0,0.0,54.37,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,1.254,2025-11-09
0.0006,0.0005,0.0006,BTC-28NOV25-138000-C,0.0004,0.0006,257.4,0.00049258,1762711980722,20.0,0.0,5.9,54.4,103853.03,BTC-28NOV25,103676.95,BTC,BTC,362.88,0.0005,2025-11-09
0.0032,0.0031,0.0032,BTC-26DEC25-70000-P,0.0028,0.0031,1566.4,0.00295098,1762711980722,3.2258,0.0,4.0,63.56,104282.9,BTC-26DEC25,103676.95,BTC,BTC,1276.71,0.00295,2025-11-09
0.0342,0.018,0.03,BTC-14NOV25-102000-C,0.029,0.0305,192.5,0.02982485,1762711980722,50.0,0.0,70.2,46.78,103679.89,BTC-14NOV25,103676.95,BTC,BTC,219506.33,0.02975,2025-11-09
,,0.165,BTC-25SEP26-110000-C,0.171,0.173,27.9,0.17229215,1762711980722,,0.0,0.0,47.61,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.172,2025-11-09
,,0.1005,BTC-21NOV25-94000-C,0.099,0.1015,2.7,0.10056817,1762711980722,,0.0,0.0,52.11,103761.19,BTC-21NOV25,103676.95,BTC,BTC,0.0,0.10025,2025-11-09
0.151,0.151,0.151,BTC-26JUN26-105000-C,0.156,0.158,49.5,0.15742642,1762711980722,0.0,0.0,0.1,47.24,107244.94,BTC-26JUN26,103676.95,BTC,BTC,1542.45,0.157,2025-11-09
0.0007,0.0006,0.0006,BTC-28NOV25-136000-C,0.0005,0.0007,178.8,0.00053836,1762711980722,0.0,0.0,8.6,52.61,103853.53,BTC-28NOV25,103676.95,BTC,BTC,591.0,0.0006,2025-11-09
0.012,0.012,0.012,BTC-27MAR26-160000-C,0.013,0.014,868.5,0.01353359,1762711980722,0.0,0.0,0.1,48.54,105623.87,BTC-27MAR26,103676.95,BTC,BTC,122.68,0.0135,2025-11-09
0.044,0.044,0.044,BTC-10NOV25-108000-P,0.0405,0.0435,1.9,0.04181938,1762711980722,0.0,0.0,0.2,49.19,103676.23423839045,SYN.BTC-10NOV25,103676.95,BTC,BTC,910.74,0.042,2025-11-09
,,0.0445,BTC-10NOV25-96000-C,0.0725,0.0755,1.3,0.07419898,1762711980722,,0.0,0.0,86.59,103676.23423839045,SYN.BTC-10NOV25,103676.95,BTC,BTC,0.0,0.074,2025-11-09
,,0.2205,BTC-28NOV25-124000-P,0.1945,0.198,190.5,0.19581046,1762711980722,,0.0,0.0,44.98,103853.53,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.19625,2025-11-09
0.013,0.013,0.013,BTC-13NOV25-101000-P,0.008,0.009,0.7,0.00838148,1762711980722,0.0,0.0,0.7,47.49,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,930.17,0.0085,2025-11-09
,,,BTC-28NOV25-170000-P,0.6055,0.683,0.0,0.63702534,1762711980722,,0.0,0.0,72.78,103853.03,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.64425,2025-11-09
,,0.912,BTC-26JUN26-230000-P,1.0755,1.2495,0.1,1.15363662,1762711980722,,0.0,0.0,53.9,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,1.1625,2025-11-09
