date,symbol,expiration,tau,bucket,strike,C_mid,sigma_mkt_b76,F,DF,r,moneyness_F,price_BS,price_JD,price_SV
2025-11-09,BTC,2025-12-26,0.12876712328767123,30d,110000.0,4119.195485,0.4311683651754633,104216.67448746445,1.0021352268238872,-0.016564402561906395,1.0554932839776152,4228.0542100648445,4161.925368854664,4079.627321716321
2025-11-09,BTC,2025-12-26,0.12876712328767123,30d,112000.0,3441.3357,0.427665507513471,104216.67448746445,1.0021352268238872,-0.016564402561906395,1.0746840709590264,3594.7062208752286,3507.251659183029,3436.002803855934
2025-11-09,BTC,2025-12-26,0.12876712328767123,30d,114000.0,2893.8504749999997,0.42765088604148477,104216.67448746445,1.0021352268238872,-0.016564402561906395,1.0938748579404376,3039.8749347063062,2938.13598211606,2888.35207350021
2025-11-09,BTC,2025-12-26,0.12876712328767123,30d,115000.0,2659.227465,0.42851759474780415,104216.67448746445,1.0021352268238872,-0.016564402561906395,1.1034702514311432,2789.9342520600735,2683.5033169343724,2647.2863732950373
2025-11-09,BTC,2025-12-26,0.12876712328767123,30d,116000.0,2424.577425,0.4280219361605123,104216.67448746445,1.0021352268238872,-0.016564402561906395,1.1130656449218488,2557.2271530225726,2447.6092901067636,2426.2278328856405
2025-11-09,BTC,2025-12-26,0.12876712328767123,30d,118000.0,2033.5268849999998,0.4294704304432496,104216.67448746445,1.0021352268238872,-0.016564402561906395,1.13225643190326,2140.225134860886,2028.3081992317805,2038.595509650786
2025-11-09,BTC,2025-12-26,0.12876712328767123,30d,120000.0,1694.6057375,0.43046212013941265,104216.67448746445,1.0021352268238872,-0.016564402561906395,1.1514472188846712,1782.313797957307,1672.7447789776395,1714.688033413405
2025-11-09,BTC,2025-12-26,0.12876712328767123,30d,122000.0,1433.8898749999998,0.43427428246866917,104216.67448746445,1.0021352268238872,-0.016564402561906395,1.1706380058660824,1477.0781221615287,1373.536886011752,1444.573593862047
2025-11-09,BTC,2025-12-26,0.12876712328767123,30d,124000.0,1199.259445,0.4365470179976896,104216.67448746445,1.0021352268238872,-0.016564402561906395,1.1898287928474935,1218.3689535527328,1123.5936961845227,1219.4497108466926
2025-11-09,BTC,2025-12-26,0.12876712328767123,30d,125000.0,1121.0468725,0.4406686898810789,104216.67448746445,1.0021352268238872,-0.016564402561906395,1.1994241863381991,1104.636787808434,1014.9954117803331,1121.3416310984737
