date,act_symbol,expiration,strike,bid,ask,vol,delta,gamma,theta,vega,rho,mid,tau_days,tau_years,S,r,DF,PV_div,F,n_pairs_atm,alpha_hat,alpha_used,C_eur,moneyness_F,lower_bound,upper_bound,upper_from_put,C_eur_pre,P_A
2020-01-06,XOP,2020-01-17,28.0,0.01,0.03,0.4058,0.0209,0.0296,-0.0039,0.0021,0.0001,0.02,11,0.030136986301369864,96.76000213623048,0.0155,0.9995329857974257,0.0,96.80521154490516,0,0.0,0.0,68.77307853390256,0.28924062613107976,68.77307853390256,68.77307853390256,72.59807853390257,0.02,3.825
2020-01-06,XOP,2020-01-31,20.5,3.65,3.9,0.3598,0.9655,0.0336,-0.0044,0.0048,0.0134,3.775,25,0.0684931506849315,96.76000213623048,0.0155,0.9989389195088257,0.0,96.86278134383531,0,0.0,0.0,76.28175428629956,0.21163959691835438,76.28175428629956,76.28175428629956,76.30675428629957,3.775,0.025
2020-01-06,XOP,2020-01-31,22.0,2.37,2.4,0.3564,0.8593,0.099,-0.011,0.0141,0.0126,2.385,25,0.0684931506849315,96.76000213623048,0.0155,0.9989389195088257,0.0,96.86278134383531,0,0.0,0.0,74.78334590703632,0.227125421083112,74.78334590703632,74.78334590703632,74.91834590703633,2.385,0.135
2020-01-06,XOP,2020-01-31,22.5,1.94,1.98,0.3434,0.8063,0.1263,-0.0128,0.0174,0.012,1.96,25,0.0684931506849315,96.76000213623048,0.0155,0.9989389195088257,0.0,96.86278134383531,0,0.0,0.0,74.28387644728191,0.23228736247136456,74.28387644728191,74.28387644728191,74.4938764472819,1.96,0.21000000000000002
2020-01-06,XOP,2020-01-31,23.0,1.56,1.58,0.3341,0.7371,0.1543,-0.0146,0.0206,0.0111,1.57,25,0.0684931506849315,96.76000213623048,0.0155,0.9989389195088257,0.0,96.86278134383531,0,0.0,0.0,73.78440698752749,0.2374493038596171,73.78440698752749,73.78440698752749,74.09940698752749,1.57,0.315
2020-01-06,XOP,2020-01-31,23.5,1.21,1.23,0.3261,0.6538,0.1787,-0.0159,0.0233,0.01,1.22,25,0.0684931506849315,96.76000213623048,0.0155,0.9989389195088257,0.0,96.86278134383531,0,0.0,0.0,73.28493752777308,0.24261124524786964,73.28493752777308,73.28493752777308,73.74993752777308,1.22,0.46499999999999997
2020-01-06,XOP,2020-01-31,24.0,0.91,0.93,0.3208,0.5597,0.1943,-0.0166,0.025,0.0086,0.92,25,0.0684931506849315,96.76000213623048,0.0155,0.9989389195088257,0.0,96.86278134383531,0,0.0,0.0,72.78546806801867,0.2477731866361222,72.78546806801867,72.78546806801867,73.45046806801868,0.92,0.665
2020-01-06,XOP,2020-01-31,24.5,0.67,0.68,0.3181,0.4613,0.1972,-0.0165,0.0251,0.0072,0.675,25,0.0684931506849315,96.76000213623048,0.0155,0.9989389195088257,0.0,96.86278134383531,0,0.0,0.0,72.28599860826425,0.25293512802437473,72.28599860826425,72.28599860826425,73.20599860826425,0.675,0.92
2020-01-06,XOP,2020-01-31,25.0,0.47,0.49,0.3163,0.3661,0.188,-0.0155,0.0238,0.0057,0.48,25,0.0684931506849315,96.76000213623048,0.0155,0.9989389195088257,0.0,96.86278134383531,0,0.0,0.0,71.78652914850984,0.2580970694126273,71.78652914850984,71.78652914850984,73.01152914850984,0.48,1.225
2020-01-06,XOP,2020-01-31,26.0,0.22,0.24,0.3191,0.2095,0.1425,-0.0119,0.0182,0.0033,0.22999999999999998,25,0.0684931506849315,96.76000213623048,0.0155,0.9989389195088257,0.0,96.86278134383531,0,0.0,0.0,70.78759022900101,0.26842095218913237,70.78759022900101,70.78759022900101,72.762590229001,0.22999999999999998,1.975
2020-01-06,XOP,2020-01-31,26.5,0.15,0.16,0.3216,0.1521,0.1156,-0.0098,0.0149,0.0024,0.155,25,0.0684931506849315,96.76000213623048,0.0155,0.9989389195088257,0.0,96.86278134383531,0,0.0,0.0,70.2881207692466,0.2735828935773849,70.2881207692466,70.2881207692466,72.67312076924661,0.155,2.385
2020-01-06,XOP,2020-01-31,28.0,0.04,0.05,0.3329,0.0524,0.0508,-0.0046,0.0068,0.0008,0.045,25,0.0684931506849315,96.76000213623048,0.0155,0.9989389195088257,0.0,96.86278134383531,0,0.0,0.0,68.78971238998336,0.28906871774214254,68.78971238998336,68.78971238998336,72.61471238998337,0.045,3.825
2020-01-06,XOP,2020-02-21,21.0,3.4,3.45,0.3599,0.8827,0.0637,-0.0075,0.0169,0.0226,3.425,46,0.12602739726027398,96.76000213623048,0.0155,0.9980484820346834,0.0,96.94920024222625,0,0.0,0.0,75.80098401350213,0.21660828503517085,75.80098401350213,75.80098401350213,75.95098401350214,3.425,0.15000000000000002
2020-01-06,XOP,2020-02-21,22.0,2.56,2.59,0.3419,0.8054,0.0938,-0.0096,0.0236,0.0213,2.575,46,0.12602739726027398,96.76000213623048,0.0155,0.9980484820346834,0.0,96.94920024222625,0,0.0,0.0,74.80293553146744,0.2269229652749409,74.80293553146744,74.80293553146744,75.09793553146744,2.575,0.295
2020-01-06,XOP,2020-02-21,23.0,1.82,1.84,0.3297,0.6946,0.1238,-0.0115,0.0301,0.0189,1.83,46,0.12602739726027398,96.76000213623048,0.0155,0.9980484820346834,0.0,96.94920024222625,0,0.0,0.0,73.80488704943276,0.23723764551471094,73.80488704943276,73.80488704943276,74.35488704943276,1.83,0.55
2020-01-06,XOP,2020-02-21,24.0,1.2,1.22,0.3181,0.5581,0.1445,-0.0123,0.0339,0.0155,1.21,46,0.12602739726027398,96.76000213623048,0.0155,0.9980484820346834,0.0,96.94920024222625,0,0.0,0.0,72.80683856739807,0.24755232575448097,72.80683856739807,72.80683856739807,73.73683856739808,1.21,0.9299999999999999
2020-01-06,XOP,2020-02-21,25.0,0.75,0.76,0.3137,0.413,0.1446,-0.0119,0.0334,0.0116,0.755,46,0.12602739726027398,96.76000213623048,0.0155,0.9980484820346834,0.0,96.94920024222625,0,0.0,0.0,71.80879008536338,0.257867005994251,71.80879008536338,71.80879008536338,73.27879008536338,0.755,1.47
2020-01-06,XOP,2020-02-21,26.0,0.43,0.45,0.3105,0.2813,0.1265,-0.0101,0.029,0.008,0.44,46,0.12602739726027398,96.76000213623048,0.0155,0.9980484820346834,0.0,96.94920024222625,0,0.0,0.0,70.81074160332871,0.26818168623402105,70.81074160332871,70.81074160332871,72.9407416033287,0.44,2.13
2020-01-06,XOP,2020-02-21,27.0,0.23,0.25,0.3084,0.1765,0.0979,-0.0077,0.0223,0.0051,0.24,46,0.12602739726027398,96.76000213623048,0.0155,0.9980484820346834,0.0,96.94920024222625,0,0.0,0.0,69.81269312129402,0.2784963664737911,69.81269312129402,69.81269312129402,72.76769312129402,0.24,2.955
