date,act_symbol,expiration,strike,cp,bid,ask,mid
2025-11-09,BTC,2025-11-10,92000.0,Call,10108.432838243069,13063.205514037196,11585.819176140132
2025-11-09,BTC,2025-11-10,94000.0,Call,7827.555684998479,11404.38576622295,9615.970725610714
2025-11-09,BTC,2025-11-10,94000.0,Put,10.367623423839046,20.73524684767809,15.551435135758569
2025-11-09,BTC,2025-11-10,96000.0,Call,7516.526982283307,7827.555684998479,7672.041333640893
2025-11-09,BTC,2025-11-10,96000.0,Put,10.367623423839046,20.73524684767809,15.551435135758569
2025-11-09,BTC,2025-11-10,97000.0,Call,6531.602757018598,6790.793342614575,6661.198049816587
2025-11-09,BTC,2025-11-10,97000.0,Put,10.367623423839046,31.10287027151713,20.735246847678088
2025-11-09,BTC,2025-11-10,98000.0,Call,4354.401838012399,9175.346730097554,6764.874284054977
2025-11-09,BTC,2025-11-10,98000.0,Put,10.367623423839046,31.10287027151713,20.735246847678088
2025-11-09,BTC,2025-11-10,99000.0,Call,4561.75430648918,4820.9448920851555,4691.349599287168
2025-11-09,BTC,2025-11-10,99000.0,Put,20.73524684767809,41.47049369535618,31.102870271517137
2025-11-09,BTC,2025-11-10,100000.0,Call,3628.668198343666,3887.8587839396414,3758.2634911416535
2025-11-09,BTC,2025-11-10,100000.0,Put,51.838117119195225,82.94098739071237,67.3895522549538
2025-11-09,BTC,2025-11-10,101000.0,Call,2747.420207317347,2902.9345586749328,2825.17738299614
2025-11-09,BTC,2025-11-10,101000.0,Put,103.67623423839045,134.77910450990757,119.227669374149
2025-11-09,BTC,2025-11-10,102000.0,Call,1866.172216291028,1969.8484505294184,1918.0103334102232
2025-11-09,BTC,2025-11-10,102000.0,Put,196.98484505294184,238.45533874829803,217.72009190061993
2025-11-09,BTC,2025-11-10,103000.0,Call,1088.6004595030997,1192.2766937414901,1140.438576622295
2025-11-09,BTC,2025-11-10,103000.0,Put,414.7049369535618,466.543054072757,440.6239955131594
2025-11-09,BTC,2025-11-10,104000.0,Call,518.3811711919523,570.2192883111475,544.3002297515499
2025-11-09,BTC,2025-11-10,104000.0,Put,829.4098739071236,933.086108145514,881.2479910263188
2025-11-09,BTC,2025-11-10,105000.0,Call,217.71897900860552,248.82169029554916,233.27033465207734
2025-11-09,BTC,2025-11-10,105000.0,Put,1503.3053964566616,1658.8197478142472,1581.0625721354545
2025-11-09,BTC,2025-11-10,106000.0,Call,62.20574054303426,93.3086108145514,77.75717567879283
2025-11-09,BTC,2025-11-10,106000.0,Put,570.2192883111475,3110.287027151713,1840.2531577314303
2025-11-09,BTC,2025-11-10,107000.0,Call,20.73524684767809,31.10287027151713,25.91905855959761
2025-11-09,BTC,2025-11-10,107000.0,Put,2488.2296217213707,5080.135477681132,3784.1825497012514
2025-11-09,BTC,2025-11-10,108000.0,Call,10.367623423839046,20.73524684767809,15.551435135758569
2025-11-09,BTC,2025-11-10,108000.0,Put,4198.887486654813,4509.916189369984,4354.401838012398
2025-11-09,BTC,2025-11-10,110000.0,Put,6168.735937184231,6479.764639899403,6324.250288541817
2025-11-09,BTC,2025-11-11,92000.0,Call,11559.976655685403,11767.330497042987,11663.653576364195
2025-11-09,BTC,2025-11-11,92000.0,Put,10.367692067879284,31.10307620363785,20.73538413575857
2025-11-09,BTC,2025-11-11,94000.0,Call,9538.276702448942,9797.469004145923,9667.872853297433
2025-11-09,BTC,2025-11-11,94000.0,Put,20.73538413575857,31.10307620363785,25.91923016969821
2025-11-09,BTC,2025-11-11,96000.0,Call,7568.415209551877,7827.60751124886,7698.011360400368
2025-11-09,BTC,2025-11-11,96000.0,Put,41.47076827151714,62.2061524072757,51.83846033939642
2025-11-09,BTC,2025-11-11,97000.0,Call,6583.484463103346,6842.676764800328,6713.080613951837
2025-11-09,BTC,2025-11-11,97000.0,Put,62.2061524072757,93.30922861091355,77.75769050909463
2025-11-09,BTC,2025-11-11,98000.0,Call,5650.39217699421,5857.746018351796,5754.069097673003
2025-11-09,BTC,2025-11-11,98000.0,Put,103.67692067879284,124.4123048145514,114.04461274667213
2025-11-09,BTC,2025-11-11,99000.0,Call,4717.299890885074,4924.65373224266,4820.976811563867
2025-11-09,BTC,2025-11-11,99000.0,Put,155.51538101818926,186.6184572218271,171.06691912000818
2025-11-09,BTC,2025-11-11,100000.0,Call,3784.2076047759383,4043.399906472921,3913.80375562443
2025-11-09,BTC,2025-11-11,100000.0,Put,238.45691756122352,279.9276858327407,259.1923016969821
2025-11-09,BTC,2025-11-11,101000.0,Call,2954.792239345596,3162.1460807031817,3058.4691600243887
2025-11-09,BTC,2025-11-11,101000.0,Put,383.6046065115335,414.70768271517136,399.15614461335247
2025-11-09,BTC,2025-11-11,102000.0,Call,2229.053794594046,2384.5691756122355,2306.8114851031405
2025-11-09,BTC,2025-11-11,102000.0,Put,570.2230637333606,622.061524072757,596.1422939030588
2025-11-09,BTC,2025-11-11,103000.0,Call,1555.1538101818926,1658.8307308606854,1606.992270521289
2025-11-09,BTC,2025-11-11,103000.0,Put,881.2538257697393,984.930746448532,933.0922861091356
2025-11-09,BTC,2025-11-11,104000.0,Call,1036.7692067879284,1140.4461274667212,1088.607667127325
2025-11-09,BTC,2025-11-11,104000.0,Put,1347.799968824307,1451.4768895030998,1399.6384291637032
2025-11-09,BTC,2025-11-11,105000.0,Call,622.061524072757,725.7384447515499,673.8999844121535
2025-11-09,BTC,2025-11-11,105000.0,Put,1918.0230325576674,2073.538413575857,1995.7807230667622
2025-11-09,BTC,2025-11-11,106000.0,Call,393.9722985794128,425.0753747830507,409.5238366812317
2025-11-09,BTC,2025-11-11,106000.0,Put,2695.599937648614,2902.9537790061995,2799.2768583274064
2025-11-09,BTC,2025-11-11,107000.0,Call,238.45691756122352,279.9276858327407,259.1923016969821
2025-11-09,BTC,2025-11-11,107000.0,Put,3525.015303078957,3732.3691444365422,3628.6922237577496
2025-11-09,BTC,2025-11-11,108000.0,Call,145.14768895030997,176.2507651539478,160.6992270521289
2025-11-09,BTC,2025-11-11,108000.0,Put,3784.2076047759383,5287.522954618435,4535.865279697186
2025-11-09,BTC,2025-11-11,110000.0,Call,51.83846033939642,72.57384447515498,62.2061524072757
2025-11-09,BTC,2025-11-11,110000.0,Put,4976.492192582056,7827.60751124886,6402.049851915458
2025-11-09,BTC,2025-11-12,94000.0,Call,8708.9189980124,10730.632336836705,9719.775667424552
2025-11-09,BTC,2025-11-12,94000.0,Put,62.20656427151713,93.3098464072757,77.75820533939641
2025-11-09,BTC,2025-11-12,96000.0,Call,7101.916087664873,8449.72498021441,7775.820533939642
2025-11-09,BTC,2025-11-12,96000.0,Put,114.04536783111475,155.51641067879282,134.7808892549538
2025-11-09,BTC,2025-11-12,98000.0,Call,5443.074373757749,6428.011641390103,5935.543007573926
2025-11-09,BTC,2025-11-12,98000.0,Put,228.0907356622295,269.5617785099076,248.82625708606855
2025-11-09,BTC,2025-11-12,99000.0,Call,4821.008731042578,5132.041552400164,4976.525141721371
2025-11-09,BTC,2025-11-12,99000.0,Put,321.40058206950516,362.8716249171833,342.1361034933442
2025-11-09,BTC,2025-11-12,100000.0,Call,3991.587874089016,4198.943088327406,4095.265481208211
2025-11-09,BTC,2025-11-12,100000.0,Put,445.81371061253947,487.2847534602176,466.5492320363785
2025-11-09,BTC,2025-11-12,101000.0,Call,3162.167017135454,3421.3610349334426,3291.7640260344483
2025-11-09,BTC,2025-11-12,101000.0,Put,622.0656427151713,673.9044462747689,647.9850444949701
2025-11-09,BTC,2025-11-12,102000.0,Call,2488.262570860685,2643.778981539478,2566.020776200082
2025-11-09,BTC,2025-11-12,102000.0,Put,829.4208569535618,933.0984640727569,881.2596605131594
2025-11-09,BTC,2025-11-12,103000.0,Call,1866.1969281455138,1969.8745352647093,1918.0357317051116
2025-11-09,BTC,2025-11-12,103000.0,Put,1192.292481870745,1244.1312854303426,1218.2118836505438
2025-11-09,BTC,2025-11-12,104000.0,Call,1295.9700889899405,1399.6476961091355,1347.808892549538
2025-11-09,BTC,2025-11-12,104000.0,Put,1607.0029103475258,1710.6805174667213,1658.8417139071234
2025-11-09,BTC,2025-11-12,105000.0,Call,881.2596605131595,984.9372676323546,933.098464072757
2025-11-09,BTC,2025-11-12,105000.0,Put,2177.2297495031,2332.7461601818923,2254.987954842496
2025-11-09,BTC,2025-11-12,106000.0,Call,570.2268391555737,673.9044462747689,622.0656427151713
2025-11-09,BTC,2025-11-12,106000.0,Put,2851.1341957778686,3110.3282135758564,2980.7312046768625
2025-11-09,BTC,2025-11-12,107000.0,Call,383.6071463410223,425.07818918870043,404.3426677648614
2025-11-09,BTC,2025-11-12,107000.0,Put,3628.716249171833,3939.7490705294185,3784.232659850626
2025-11-09,BTC,2025-11-12,108000.0,Call,248.82625708606852,290.2972999337466,269.5617785099076
2025-11-09,BTC,2025-11-12,108000.0,Put,4458.137106125394,4821.008731042578,4639.572918583986
2025-11-09,BTC,2025-11-12,110000.0,Call,103.67760711919523,145.1486499668733,124.41312854303428
2025-11-09,BTC,2025-11-12,110000.0,Put,2695.6177850990757,10626.95472971751,6661.286257408293
2025-11-09,BTC,2025-11-13,94000.0,Call,8968.172392905193,9953.11618172137,9460.644287313282
2025-11-09,BTC,2025-11-13,94000.0,Put,114.04612291555739,145.14961098343667,129.59786694949702
2025-11-09,BTC,2025-11-13,96000.0,Call,7309.319695951631,8449.780925107207,7879.550310529419
2025-11-09,BTC,2025-11-13,96000.0,Put,207.35658711919524,248.82790454303426,228.09224583111475
2025-11-09,BTC,2025-11-13,98000.0,Call,5650.46699899807,6428.054200695052,6039.260599846561
2025-11-09,BTC,2025-11-13,98000.0,Put,362.8740274585917,414.7131742383905,388.7936008484911
2025-11-09,BTC,2025-11-13,99000.0,Call,4821.0406505212895,5494.949558658674,5157.995104589982
2025-11-09,BTC,2025-11-13,99000.0,Put,487.2879797301088,570.2306145777868,528.7592971539478
2025-11-09,BTC,2025-11-13,100000.0,Call,4095.292595604106,4717.362356961691,4406.327476282899
2025-11-09,BTC,2025-11-13,100000.0,Put,622.0697613575857,725.7480549171834,673.9089081373845
2025-11-09,BTC,2025-11-13,101000.0,Call,3421.3836874667213,3628.7402745859167,3525.061981026319
2025-11-09,BTC,2025-11-13,101000.0,Put,829.426348476781,933.1046420363784,881.2654952565797
2025-11-09,BTC,2025-11-13,102000.0,Call,2747.474779329337,2902.9922196687335,2825.233499499035
