date,act_symbol,expiration,strike,cp,bid,ask,mid
2025-11-09,BTC,2025-11-13,102000.0,Put,1088.622082375775,1192.3003759353726,1140.4612291555738
2025-11-09,BTC,2025-11-13,103000.0,Call,2125.405017971751,2229.0833115313485,2177.2441647515498
2025-11-09,BTC,2025-11-13,103000.0,Put,1451.4961098343667,1555.1744033939642,1503.3352566141655
2025-11-09,BTC,2025-11-13,104000.0,Call,1607.013550173763,1658.852696953562,1632.9331235636623
2025-11-09,BTC,2025-11-13,104000.0,Put,1918.0484308525558,2021.7267244121535,1969.8875776323548
2025-11-09,BTC,2025-11-13,105000.0,Call,1140.4612291555736,1244.1395227151713,1192.3003759353724
2025-11-09,BTC,2025-11-13,105000.0,Put,2436.439898650544,2591.9573389899406,2514.1986188202422
2025-11-09,BTC,2025-11-13,106000.0,Call,829.426348476781,881.2654952565798,855.3459218666803
2025-11-09,BTC,2025-11-13,106000.0,Put,3006.670513228331,3576.901127806118,3291.7858205172242
2025-11-09,BTC,2025-11-13,107000.0,Call,570.2306145777868,622.0697613575857,596.1501879676862
2025-11-09,BTC,2025-11-13,107000.0,Put,3784.257714925313,4458.166623062697,4121.212168994005
2025-11-09,BTC,2025-11-13,108000.0,Call,414.7131742383905,445.81666230626973,430.2649182723301
2025-11-09,BTC,2025-11-13,108000.0,Put,4458.166623062697,5650.46699899807,5054.316811030383
2025-11-09,BTC,2025-11-13,110000.0,Call,207.35658711919524,238.46007518707452,222.9083311531349
2025-11-09,BTC,2025-11-13,110000.0,Put,2799.3139261091355,10834.38167697795,6816.847801543543
2025-11-09,BTC,2025-11-14,90000.0,Call,13633.905535,13841.265315,13737.585425000001
2025-11-09,BTC,2025-11-14,90000.0,Put,72.575923,103.67989,88.1279065
2025-11-09,BTC,2025-11-14,92000.0,Call,11663.987625,11923.18735,11793.5874875
2025-11-09,BTC,2025-11-14,92000.0,Put,124.41586799999999,145.151846,134.783857
2025-11-09,BTC,2025-11-14,95000.0,Call,8812.79065,9020.15043,8916.47054
2025-11-09,BTC,2025-11-14,95000.0,Put,259.199725,269.56771399999997,264.3837195
2025-11-09,BTC,2025-11-14,96000.0,Call,7879.67164,8087.03142,7983.35153
2025-11-09,BTC,2025-11-14,96000.0,Put,331.775648,342.143637,336.9596425
2025-11-09,BTC,2025-11-14,97000.0,Call,6946.55263,7205.7523550000005,7076.1524925
2025-11-09,BTC,2025-11-14,97000.0,Put,414.71956,445.823527,430.2715435
2025-11-09,BTC,2025-11-14,98000.0,Call,6117.113509999999,6324.47329,6220.7934
2025-11-09,BTC,2025-11-14,98000.0,Put,518.39945,570.239395,544.3194225
2025-11-09,BTC,2025-11-14,99000.0,Call,5235.834445,5443.194225,5339.514335
2025-11-09,BTC,2025-11-14,99000.0,Put,673.919285,725.75923,699.8392575
2025-11-09,BTC,2025-11-14,100000.0,Call,4458.235269999999,4665.59505,4561.91516
2025-11-09,BTC,2025-11-14,100000.0,Put,829.43912,933.1190099999999,881.279065
2025-11-09,BTC,2025-11-14,101000.0,Call,3732.4760399999996,3887.9958749999996,3810.2359574999996
2025-11-09,BTC,2025-11-14,101000.0,Put,1088.6388450000002,1140.47879,1114.5588175
2025-11-09,BTC,2025-11-14,102000.0,Call,3006.7168100000004,3162.236645,3084.4767275000004
2025-11-09,BTC,2025-11-14,102000.0,Put,1347.83857,1451.51846,1399.678515
2025-11-09,BTC,2025-11-14,103000.0,Call,2384.63747,2488.31736,2436.4774150000003
2025-11-09,BTC,2025-11-14,103000.0,Put,1710.7290750000002,1814.4096250000002,1762.5693500000002
2025-11-09,BTC,2025-11-14,104000.0,Call,1866.2380199999998,1969.91791,1918.077965
2025-11-09,BTC,2025-11-14,104000.0,Put,2177.2915500000004,2280.9721,2229.1318250000004
2025-11-09,BTC,2025-11-14,105000.0,Call,1399.678515,1503.3584050000002,1451.5184600000002
2025-11-09,BTC,2025-11-14,105000.0,Put,2695.67714,2799.35703,2747.517085
2025-11-09,BTC,2025-11-14,106000.0,Call,1036.7989,1088.6388450000002,1062.7188725
2025-11-09,BTC,2025-11-14,106000.0,Put,3317.75648,3421.4363700000004,3369.596425
2025-11-09,BTC,2025-11-14,107000.0,Call,725.75923,829.43912,777.5991750000001
2025-11-09,BTC,2025-11-14,107000.0,Put,3991.675765,4250.87549,4121.2756275
2025-11-09,BTC,2025-11-14,108000.0,Call,518.39945,622.07934,570.2393950000001
2025-11-09,BTC,2025-11-14,108000.0,Put,4769.3053,5028.5066750000005,4898.9059875
2025-11-09,BTC,2025-11-14,109000.0,Call,393.983582,425.087549,409.5355655
2025-11-09,BTC,2025-11-14,109000.0,Put,5546.909425,5909.79135,5728.350387500001
2025-11-09,BTC,2025-11-14,110000.0,Call,279.935703,321.40765899999997,300.671681
2025-11-09,BTC,2025-11-14,110000.0,Put,6479.993125,6791.032795,6635.51296
2025-11-09,BTC,2025-11-14,111000.0,Call,196.991791,228.09575800000002,212.5437745
2025-11-09,BTC,2025-11-14,111000.0,Put,7361.27219,7672.31186,7516.792025
2025-11-09,BTC,2025-11-14,112000.0,Call,145.151846,176.255813,160.70382949999998
2025-11-09,BTC,2025-11-14,112000.0,Put,8294.3912,8657.270815,8475.8310075
2025-11-09,BTC,2025-11-14,113000.0,Call,114.04787900000001,134.78385699999998,124.41586799999999
2025-11-09,BTC,2025-11-14,113000.0,Put,9227.51021,9590.389825,9408.9500175
2025-11-09,BTC,2025-11-14,114000.0,Call,103.67989,114.04787900000001,108.86388450000001
2025-11-09,BTC,2025-11-14,114000.0,Put,10212.469165,10627.188725,10419.828945000001
2025-11-09,BTC,2025-11-14,115000.0,Call,62.207933999999995,82.943912,72.57592299999999
2025-11-09,BTC,2025-11-14,115000.0,Put,11197.4994,11560.381325,11378.940362500001
2025-11-09,BTC,2025-11-14,116000.0,Call,51.839945,72.575923,62.207934
2025-11-09,BTC,2025-11-14,116000.0,Put,12182.387074999999,12545.26669,12363.8268825
2025-11-09,BTC,2025-11-14,117000.0,Call,41.471956,62.207933999999995,51.839945
2025-11-09,BTC,2025-11-14,117000.0,Put,10471.66889,16329.582675,13400.6257825
2025-11-09,BTC,2025-11-14,118000.0,Call,31.103966999999997,51.839945,41.471956
2025-11-09,BTC,2025-11-14,118000.0,Put,14152.304985,14515.1846,14333.744792500001
2025-11-09,BTC,2025-11-14,119000.0,Call,20.735978,41.471956,31.103966999999997
2025-11-09,BTC,2025-11-14,119000.0,Put,15137.263939999999,15551.983499999998,15344.62372
2025-11-09,BTC,2025-11-14,120000.0,Call,20.735978,41.471956,31.103966999999997
2025-11-09,BTC,2025-11-14,120000.0,Put,13322.865865,19491.81932,16407.342592499997
2025-11-09,BTC,2025-11-14,122000.0,Call,10.367989,31.103966999999997,20.735978
2025-11-09,BTC,2025-11-14,122000.0,Put,15137.263939999999,22135.656515,18636.4602275
2025-11-09,BTC,2025-11-14,124000.0,Call,10.367989,31.103966999999997,20.735978
2025-11-09,BTC,2025-11-14,124000.0,Put,17055.450475,23639.1654,20347.3079375
2025-11-09,BTC,2025-11-14,125000.0,Call,10.367989,31.103966999999997,20.735978
2025-11-09,BTC,2025-11-14,125000.0,Put,17988.460915,24675.81382,21332.1373675
2025-11-09,BTC,2025-11-14,126000.0,Call,10.367989,20.735978,15.551983499999999
2025-11-09,BTC,2025-11-14,126000.0,Put,18921.579925,25868.132555,22394.85624
2025-11-09,BTC,2025-11-14,128000.0,Call,10.367989,20.735978,15.551983499999999
2025-11-09,BTC,2025-11-14,128000.0,Put,20839.657890000002,27941.730355000003,24390.694122500005
2025-11-09,BTC,2025-11-14,130000.0,Call,10.367989,20.735978,15.551983499999999
2025-11-09,BTC,2025-11-14,130000.0,Put,22705.89591,30067.1681,26386.532005
2025-11-09,BTC,2025-11-21,88000.0,Call,15823.581475,16082.98445,15953.282962500001
2025-11-09,BTC,2025-11-21,88000.0,Put,228.27461800000003,259.402975,243.83879650000003
2025-11-09,BTC,2025-11-21,90000.0,Call,13955.951340000001,14163.47478,14059.713060000002
2025-11-09,BTC,2025-11-21,90000.0,Put,321.661332,363.16602,342.413676
2025-11-09,BTC,2025-11-21,92000.0,Call,12088.240380000001,12295.76382,12192.002100000002
2025-11-09,BTC,2025-11-21,92000.0,Put,456.54923600000006,498.05371199999996,477.301474
2025-11-09,BTC,2025-11-21,94000.0,Call,10272.357810000001,10531.760785,10402.0592975
2025-11-09,BTC,2025-11-21,94000.0,Put,622.57032,726.33204,674.45118
2025-11-09,BTC,2025-11-21,95000.0,Call,9390.43566,9649.83996,9520.13781
2025-11-09,BTC,2025-11-21,95000.0,Put,726.33204,830.09376,778.2129
2025-11-09,BTC,2025-11-21,96000.0,Call,8508.46104,8767.86534,8638.16319
2025-11-09,BTC,2025-11-21,96000.0,Put,881.9746200000001,985.73634,933.8554800000001
2025-11-09,BTC,2025-11-21,98000.0,Call,6900.154380000001,7107.677820000001,7003.9161
2025-11-09,BTC,2025-11-21,98000.0,Put,1245.13428,1348.89547,1297.0148749999998
2025-11-09,BTC,2025-11-21,99000.0,Call,6121.91021,6329.43259,6225.6714
2025-11-09,BTC,2025-11-21,99000.0,Put,1452.65666,1556.41785,1504.5372550000002
2025-11-09,BTC,2025-11-21,100000.0,Call,5447.4902999999995,5551.25202,5499.37116
2025-11-09,BTC,2025-11-21,100000.0,Put,1712.059635,1815.8208250000002,1763.9402300000002
2025-11-09,BTC,2025-11-21,101000.0,Call,4721.134145,4876.77593,4798.9550375
2025-11-09,BTC,2025-11-21,101000.0,Put,2023.35354,2127.11526,2075.2344000000003
2025-11-09,BTC,2025-11-21,102000.0,Call,4098.58794,4254.23052,4176.40923
2025-11-09,BTC,2025-11-21,102000.0,Put,2386.51956,2490.28128,2438.40042
2025-11-09,BTC,2025-11-21,103000.0,Call,3475.999865,3631.6416500000005,3553.8207575000006
2025-11-09,BTC,2025-11-21,103000.0,Put,2801.55213,2853.432725,2827.4924275000003
2025-11-09,BTC,2025-11-21,104000.0,Call,2957.1939150000003,3060.955105,3009.0745100000004
2025-11-09,BTC,2025-11-21,104000.0,Put,3216.61332,3320.37504,3268.4941799999997
2025-11-09,BTC,2025-11-21,105000.0,Call,2490.26856,2594.02975,2542.149155
2025-11-09,BTC,2025-11-21,105000.0,Put,3735.4028399999997,3839.16403,3787.283435
2025-11-09,BTC,2025-11-21,106000.0,Call,2075.2238,2127.1043950000003,2101.1640975
2025-11-09,BTC,2025-11-21,106000.0,Put,4306.089385,4409.850575,4357.96998
2025-11-09,BTC,2025-11-21,107000.0,Call,1660.18752,1763.9492400000001,1712.0683800000002
2025-11-09,BTC,2025-11-21,107000.0,Put,4928.656525,5084.29831,5006.4774175
2025-11-09,BTC,2025-11-21,108000.0,Call,1348.90236,1452.66408,1400.78322
2025-11-09,BTC,2025-11-21,108000.0,Put,5603.13288,5758.77546,5680.95417
2025-11-09,BTC,2025-11-21,109000.0,Call,1089.4924950000002,1193.253685,1141.37309
2025-11-09,BTC,2025-11-21,109000.0,Put,6277.551995,6536.95497,6407.2534825
2025-11-09,BTC,2025-11-21,110000.0,Call,881.9746200000001,933.85548,907.9150500000001
2025-11-09,BTC,2025-11-21,110000.0,Put,7055.760920000001,7315.163895,7185.4624075
2025-11-09,BTC,2025-11-21,111000.0,Call,726.33204,778.2129,752.27247
2025-11-09,BTC,2025-11-21,111000.0,Put,7782.129,8508.46104,8145.29502
2025-11-09,BTC,2025-11-21,112000.0,Call,570.6894599999999,622.57032,596.6298899999999
2025-11-09,BTC,2025-11-21,112000.0,Put,8041.492225,9753.55186,8897.5220425
2025-11-09,BTC,2025-11-21,113000.0,Call,466.92774,508.432428,487.68008399999997
2025-11-09,BTC,2025-11-21,113000.0,Put,9597.910075,9961.07424,9779.4921575
2025-11-09,BTC,2025-11-21,114000.0,Call,373.540284,415.04476,394.29252199999996
2025-11-09,BTC,2025-11-21,114000.0,Put,9546.02948,11828.775660000001,10687.40257
2025-11-09,BTC,2025-11-21,115000.0,Call,300.907451,342.411927,321.65968899999996
2025-11-09,BTC,2025-11-21,115000.0,Put,10324.238405,12918.268155,11621.25328
2025-11-09,BTC,2025-11-21,116000.0,Call,238.651956,280.15664400000003,259.40430000000003
2025-11-09,BTC,2025-11-21,116000.0,Put,11102.44733,13955.880055000001,12529.163692500002
2025-11-09,BTC,2025-11-21,118000.0,Call,166.01790400000002,197.146261,181.5820825
2025-11-09,BTC,2025-11-21,118000.0,Put,12658.92984,17120.683800000003,14889.806820000002
2025-11-09,BTC,2025-11-21,120000.0,Call,114.13730900000002,145.265666,129.7014875
2025-11-09,BTC,2025-11-21,120000.0,Put,14267.2365,19662.84594,16965.04122
2025-11-09,BTC,2025-11-21,125000.0,Call,51.88086,83.009376,67.44511800000001
2025-11-09,BTC,2025-11-21,125000.0,Put,18573.34788,24072.71904,21323.03346
2025-11-09,BTC,2025-11-21,128000.0,Call,41.504476000000004,62.256713999999995,51.880595
2025-11-09,BTC,2025-11-21,128000.0,Put,21271.152599999998,27237.451500000003,24254.30205
2025-11-09,BTC,2025-11-28,50000.0,Call,53743.94302499999,53899.72257,53821.8327975
2025-11-09,BTC,2025-11-28,60000.0,Call,43722.125629999995,43929.83169,43825.97865999999
2025-11-09,BTC,2025-11-28,70000.0,Call,33752.39725,33960.10431,33856.25078
2025-11-09,BTC,2025-11-28,70000.0,Put,41.541412,51.926765,46.7340885
2025-11-09,BTC,2025-11-28,80000.0,Call,23886.1969,24093.90296,23990.04993
2025-11-09,BTC,2025-11-28,80000.0,Put,155.780295,176.55100099999999,166.16564799999998
2025-11-09,BTC,2025-11-28,85000.0,Call,19005.19599,19264.829815,19135.0129025
2025-11-09,BTC,2025-11-28,85000.0,Put,321.944393,353.100302,337.5223475
2025-11-09,BTC,2025-11-28,90000.0,Call,14383.644655000002,14591.350715,14487.497685000002
2025-11-09,BTC,2025-11-28,90000.0,Put,623.11818,675.0446949999999,649.0814375
2025-11-09,BTC,2025-11-28,95000.0,Call,9969.89088,10177.59694,10073.743910000001
2025-11-09,BTC,2025-11-28,95000.0,Put,1246.24236,1298.1691250000001,1272.2057425
2025-11-09,BTC,2025-11-28,96000.0,Call,9139.110639999999,9398.744465,9268.9275525
2025-11-09,BTC,2025-11-28,96000.0,Put,1402.022655,1505.876185,1453.94942
2025-11-09,BTC,2025-11-28,98000.0,Call,7581.2711899999995,7840.903765,7711.087477499999
2025-11-09,BTC,2025-11-28,98000.0,Put,1869.3635399999998,1921.290305,1895.3269225
2025-11-09,BTC,2025-11-28,99000.0,Call,6906.226495,7062.00604,6984.1162675
2025-11-09,BTC,2025-11-28,99000.0,Put,2128.987115,2180.91363,2154.9503725
2025-11-09,BTC,2025-11-28,100000.0,Call,6231.181799999999,6335.03483,6283.1083149999995
2025-11-09,BTC,2025-11-28,100000.0,Put,2440.5579549999998,2492.48472,2466.5213375
2025-11-09,BTC,2025-11-28,101000.0,Call,5556.163855,5711.94415,5634.0540025
2025-11-09,BTC,2025-11-28,101000.0,Put,2752.118545,2855.972075,2804.04531
2025-11-09,BTC,2025-11-28,102000.0,Call,4984.96944,5036.896205,5010.9328225
2025-11-09,BTC,2025-11-28,102000.0,Put,3167.517415,3219.44393,3193.4806725
2025-11-09,BTC,2025-11-28,103000.0,Call,4361.82726,4465.680289999999,4413.753774999999
2025-11-09,BTC,2025-11-28,103000.0,Put,3582.929535,3634.8560500000003,3608.8927925000003
2025-11-09,BTC,2025-11-28,104000.0,Call,3842.58061,3946.43414,3894.507375
2025-11-09,BTC,2025-11-28,104000.0,Put,3998.3416549999997,4102.194685,4050.2681700000003
2025-11-09,BTC,2025-11-28,105000.0,Call,3375.239725,3427.16649,3401.2031075
2025-11-09,BTC,2025-11-28,105000.0,Put,4517.606804999999,4621.459835,4569.53332
2025-11-09,BTC,2025-11-28,106000.0,Call,2907.89884,3011.75237,2959.825605
2025-11-09,BTC,2025-11-28,106000.0,Put,5036.896205,5140.749735,5088.82297
2025-11-09,BTC,2025-11-28,107000.0,Call,2492.47272,2596.32575,2544.399235
2025-11-09,BTC,2025-11-28,107000.0,Put,5660.017385,5763.870915,5711.94415
2025-11-09,BTC,2025-11-28,108000.0,Call,2180.91363,2232.8401449999997,2206.8768874999996
2025-11-09,BTC,2025-11-28,108000.0,Put,6283.1083149999995,6438.88786,6360.9980875
2025-11-09,BTC,2025-11-28,109000.0,Call,1817.4367750000001,1921.290305,1869.36354
2025-11-09,BTC,2025-11-28,109000.0,Put,7010.079525,7113.932555,7062.00604
2025-11-09,BTC,2025-11-28,110000.0,Call,1557.7954499999998,1609.721965,1583.7587075
2025-11-09,BTC,2025-11-28,110000.0,Put,7685.12422,7892.83028,7788.97725
2025-11-09,BTC,2025-11-28,112000.0,Call,1142.38333,1194.309845,1168.3465875
2025-11-09,BTC,2025-11-28,112000.0,Put,9242.91967,9450.62573,9346.7727
2025-11-09,BTC,2025-11-28,114000.0,Call,778.8977249999999,882.750755,830.8242399999999
2025-11-09,BTC,2025-11-28,114000.0,Put,10800.715119999999,11164.200725,10982.4579225
2025-11-09,BTC,2025-11-28,115000.0,Call,675.0446949999999,726.97121,701.0079525
2025-11-09,BTC,2025-11-28,115000.0,Put,11683.465875,12046.95148,11865.208677499999
2025-11-09,BTC,2025-11-28,116000.0,Call,571.1944149999999,623.12118,597.1577975
2025-11-09,BTC,2025-11-28,116000.0,Put,12566.216629999999,12929.702235,12747.9594325
