date,expiration,strike,bid,ask,vol,delta,gamma,theta,vega,rho,mid,tau_days,tau_years,S,r,DF,PV_div,F,n_pairs_atm,alpha_hat,alpha_used,C_eur,moneyness_F,lower_bound,upper_bound,upper_from_put,C_eur_pre,P_A
2020-01-31,2020-02-28,328.0,2.86,2.91,0.1419,0.3469,0.0291,-0.0885,0.3296,0.0836,2.885,28,0.07671232876712329,321.7300109863281,0.016,0.998773355683658,0.0,322.1251439633216,3,0.0,0.0,2.2973503220883096,1.0182378064760673,0.0,2.2973503220883096,2.2973503220883096,2.885,8.165
2020-01-31,2020-02-28,335.0,0.57,0.6,0.1131,0.1195,0.0198,-0.0377,0.178,0.0291,0.585,28,0.07671232876712329,321.7300109863281,0.016,0.998773355683658,0.0,322.1251439633216,3,0.0,0.0,0.220936832302705,1.0399684913703737,0.0,0.220936832302705,0.220936832302705,0.585,13.08
2020-01-31,2020-02-28,344.0,0.04,0.06,0.1057,0.0151,0.004,-0.0066,0.034,0.0037,0.05,28,0.07671232876712329,321.7300109863281,0.016,0.998773355683658,0.0,322.1251439633216,3,0.0,0.0,0.05,1.067907943377339,0.0,0.05,-0.10302336885022001,0.05,21.744999999999997
2020-01-31,2020-02-28,354.0,0.0,0.02,0.1117,0.0015,0.0005,-0.0009,0.0042,0.0004,0.01,28,0.07671232876712329,321.7300109863281,0.016,0.998773355683658,0.0,322.1251439633216,3,0.0,0.0,0.01,1.0989517789406338,0.0,0.01,-0.11075692568679685,0.01,31.725
2020-01-31,2020-02-28,370.0,0.0,0.01,0.1117,0.0,0.0,0.0,0.0,0.0,0.005,28,0.07671232876712329,321.7300109863281,0.016,0.998773355683658,0.0,322.1251439633216,3,0.0,0.0,0.005,1.1486219158419053,0.0,0.005,-0.08113061662532317,0.005,47.735
2020-01-31,2020-03-31,273.0,50.44,50.9,0.311,0.9127,0.0038,-0.0477,0.2013,0.4,50.67,60,0.1643835616438356,321.7300109863281,0.016,0.9973733187935933,1.4029832301291505,321.170640642023,3,0.0,0.0,48.924111725548016,0.8500154293501752,48.044111725548014,48.924111725548016,48.924111725548016,50.67,0.88
2020-01-31,2020-03-31,290.0,34.42,34.76,0.2544,0.8553,0.0067,-0.0585,0.2924,0.396,34.59,60,0.1643835616438356,321.7300109863281,0.016,0.9973733187935933,1.4029832301291505,321.170640642023,3,0.0,0.0,33.00876530605693,0.9029467930826037,31.088765306056928,33.00876530605693,33.00876530605693,34.59,1.92
2020-01-31,2020-03-31,299.0,26.34,26.61,0.2276,0.8011,0.0093,-0.0653,0.3603,0.3806,26.475,60,0.1643835616438356,321.7300109863281,0.016,0.9973733187935933,1.4029832301291505,321.170640642023,3,0.0,0.0,25.032405436914587,0.9309692797644776,22.11240543691459,25.032405436914587,25.032405436914587,26.475,2.92
2020-01-31,2020-03-31,309.0,17.97,18.11,0.1996,0.7086,0.0131,-0.0716,0.445,0.3455,18.04,60,0.1643835616438356,321.7300109863281,0.016,0.9973733187935933,1.4029832301291505,321.170640642023,3,0.0,0.0,16.748672248978657,0.9621053760776709,12.138672248978656,16.748672248978657,16.748672248978657,18.04,4.609999999999999
2020-01-31,2020-03-31,315.0,13.36,13.42,0.1828,0.6312,0.0157,-0.0727,0.4901,0.3122,13.39,60,0.1643835616438356,321.7300109863281,0.016,0.9973733187935933,1.4029832301291505,321.170640642023,3,0.0,0.0,12.199432336217097,0.9807870338655867,6.154432336217097,12.199432336217097,12.199432336217097,13.39,6.045
2020-01-31,2020-03-31,322.0,8.39,8.5,0.161,0.5145,0.0189,-0.0682,0.519,0.2585,8.445,60,0.1643835616438356,321.7300109863281,0.016,0.9973733187935933,1.4029832301291505,321.170640642023,3,0.0,0.0,7.442819104661943,1.002582301284822,0.0,7.442819104661943,7.442819104661943,8.445,8.27
2020-01-31,2020-03-31,328.0,4.82,4.93,0.1417,0.387,0.0206,-0.0578,0.4989,0.1969,4.875,60,0.1643835616438356,321.7300109863281,0.016,0.9973733187935933,1.4029832301291505,321.170640642023,3,0.0,0.0,4.038579191900386,1.021263959072738,0.0,4.038579191900386,4.038579191900386,4.875,10.850000000000001
2020-01-31,2020-03-31,335.0,1.88,1.98,0.1207,0.2187,0.0187,-0.0382,0.3849,0.1126,1.93,60,0.1643835616438356,321.7300109863281,0.016,0.9973733187935933,1.4029832301291505,321.170640642023,3,0.0,0.0,1.261965960345231,1.0430592264919731,0.0,1.261965960345231,1.261965960345231,1.93,15.055
2020-01-31,2020-03-31,344.0,0.37,0.41,0.1058,0.0656,0.0092,-0.0145,0.1667,0.0341,0.39,60,0.1643835616438356,321.7300109863281,0.016,0.9973733187935933,1.4029832301291505,321.170640642023,3,0.0,0.0,0.39,1.071081713173847,0.0,0.39,-0.15439390879710402,0.39,22.615000000000002
2020-01-31,2020-03-31,354.0,0.06,0.09,0.1066,0.0154,0.0028,-0.0044,0.0505,0.008,0.075,60,0.1643835616438356,321.7300109863281,0.016,0.9973733187935933,1.4029832301291505,321.170640642023,3,0.0,0.0,0.075,1.1022178094870403,0.0,0.075,-0.42812709673304283,0.075,32.315
2020-01-31,2020-03-31,364.0,0.01,0.04,0.1824,0.0531,0.0045,-0.0213,0.1412,0.0272,0.025,60,0.1643835616438356,321.7300109863281,0.016,0.9973733187935933,1.4029832301291505,321.170640642023,3,0.0,0.0,0.025,1.1333539058002335,0.0,0.025,-0.4768602846689802,0.025,42.239999999999995
2020-02-03,2020-02-18,283.0,41.17,41.52,0.3168,0.9843,0.0019,-0.0402,0.0259,0.1141,41.345,15,0.0410958904109589,324.1199951171875,0.0159,0.9993467887778668,0.0,324.33185232282005,3,0.0,0.0,41.345,0.8725630799848766,41.30485389305124,41.345,41.409853893051235,41.345,0.10500000000000001
2020-02-03,2020-02-18,292.0,32.34,32.58,0.2814,0.9689,0.0038,-0.0561,0.046,0.1157,32.46,15,0.0410958904109589,324.1199951171875,0.0159,0.9993467887778668,0.0,324.33185232282005,3,0.0,0.0,32.46,0.9003124358854556,32.31073279405043,32.46,32.48573279405043,32.46,0.175
2020-02-03,2020-02-18,301.0,23.57,23.79,0.2433,0.9375,0.0077,-0.0785,0.0808,0.1151,23.68,15,0.0410958904109589,324.1199951171875,0.0159,0.9993467887778668,0.0,324.33185232282005,3,0.0,0.0,23.68,0.9280617917860348,23.316611695049634,23.68,23.686611695049635,23.68,0.37
2020-02-03,2020-02-18,311.0,14.29,14.4,0.2057,0.8466,0.0175,-0.1186,0.1555,0.1068,14.344999999999999,15,0.0410958904109589,324.1199951171875,0.0159,0.9993467887778668,0.0,324.33185232282005,3,0.0,0.0,14.344999999999999,0.9588944094533449,13.323143807270965,14.344999999999999,14.388143807270964,14.344999999999999,1.065
2020-02-03,2020-02-18,318.0,8.48,8.56,0.1833,0.7064,0.0286,-0.1483,0.2262,0.0906,8.52,15,0.0410958904109589,324.1199951171875,0.0159,0.9993467887778668,0.0,324.33185232282005,3,0.0,0.0,8.52,0.9804772418204619,6.327716285825899,8.52,8.567716285825899,8.52,2.24
2020-02-03,2020-02-18,324.0,4.29,4.33,0.1596,0.5161,0.038,-0.1469,0.2618,0.067,4.3100000000000005,15,0.0410958904109589,324.1199951171875,0.0159,0.9993467887778668,0.0,324.33185232282005,3,0.0,0.0,4.3100000000000005,0.998976812420848,0.3316355531586977,4.3100000000000005,4.351635553158697,4.3100000000000005,4.02
2020-02-03,2020-02-18,331.0,0.94,0.98,0.1242,0.2103,0.0354,-0.0816,0.1895,0.0276,0.96,15,0.0410958904109589,324.1199951171875,0.0159,0.9993467887778668,0.0,324.33185232282005,3,0.0,0.0,0.96,1.0205596447879652,0.0,0.96,1.0562080317136306,0.96,7.720000000000001
2020-02-03,2020-02-18,337.0,0.09,0.1,0.1045,0.0352,0.0113,-0.0183,0.051,0.0046,0.095,15,0.0410958904109589,324.1199951171875,0.0159,0.9993467887778668,0.0,324.33185232282005,3,0.0,0.0,0.095,1.039059215388351,0.0,0.095,0.31512729904643066,0.095,12.975000000000001
2020-02-03,2020-02-18,347.0,0.0,0.01,0.1071,0.0009,0.0004,-0.0008,0.0021,0.0001,0.005,15,0.0410958904109589,324.1199951171875,0.0159,0.9993467887778668,0.0,324.33185232282005,3,0.0,0.0,0.005,1.0698918330556613,0.0,0.005,0.2966594112677612,0.005,22.95
2020-02-03,2020-02-18,357.0,0.0,0.01,0.1071,0.0,0.0,0.0,0.0,0.0,0.005,15,0.0410958904109589,324.1199951171875,0.0159,0.9993467887778668,0.0,324.33185232282005,3,0.0,0.0,0.005,1.1007244507229714,0.0,0.005,0.31819152348909796,0.005,32.965
2020-02-03,2020-02-18,360.0,0.0,0.01,0.1071,0.0,0.0,0.0,0.0,0.0,0.005,15,0.0410958904109589,324.1199951171875,0.0159,0.9993467887778668,0.0,324.33185232282005,3,0.0,0.0,0.005,1.1099742360231646,0.0,0.005,0.32015115715550024,0.005,35.965
2020-02-03,2020-03-02,275.0,49.41,49.82,0.303,0.9779,0.0019,-0.0379,0.0473,0.205,49.614999999999995,28,0.07671232876712329,324.1199951171875,0.0159,0.9987810175360484,0.0,324.5155739110643,3,0.0,0.0,49.614999999999995,0.8474169565598896,49.45521529477419,49.614999999999995,49.63521529477419,49.614999999999995,0.18
2020-02-03,2020-03-02,292.0,32.75,33.15,0.2452,0.9436,0.0052,-0.0572,0.1019,0.2093,32.95,28,0.07671232876712329,324.1199951171875,0.0159,0.9987810175360484,0.0,324.5155739110643,3,0.0,0.0,32.95,0.8998027320563191,32.47593799666137,32.95,32.965937996661374,32.95,0.49
2020-02-03,2020-03-02,301.0,24.34,24.55,0.2216,0.8949,0.0092,-0.0769,0.1633,0.2037,24.445,28,0.07671232876712329,324.1199951171875,0.0159,0.9987810175360484,0.0,324.5155739110643,3,0.0,0.0,24.445,0.9275363779073701,23.486908838836936,24.445,24.446908838836936,24.445,0.96
2020-02-03,2020-03-02,311.0,15.52,15.6,0.1954,0.7908,0.0164,-0.1011,0.258,0.1846,15.559999999999999,28,0.07671232876712329,324.1199951171875,0.0159,0.9987810175360484,0.0,324.5155739110643,3,0.0,0.0,15.559999999999999,0.9583515399640933,13.49909866347645,15.559999999999999,15.569098663476451,15.559999999999999,2.07
2020-02-03,2020-03-02,318.0,9.91,9.99,0.1751,0.6694,0.0231,-0.1112,0.3252,0.1588,9.95,28,0.07671232876712329,324.1199951171875,0.0159,0.9987810175360484,0.0,324.5155739110643,3,0.0,0.0,9.95,0.9799221534037996,6.507631540724112,9.95,9.96263154072411,9.95,3.455
2020-02-03,2020-03-02,324.0,5.72,5.8,0.1547,0.5214,0.0287,-0.1063,0.3575,0.1252,5.76,28,0.07671232876712329,324.1199951171875,0.0159,0.9987810175360484,0.0,324.5155739110643,3,0.0,0.0,5.76,0.9984112506378335,0.5149454355078216,5.76,5.779945435507822,5.76,5.265000000000001
2020-02-03,2020-03-02,331.0,1.99,2.05,0.1262,0.2897,0.0302,-0.0735,0.307,0.0705,2.02,28,0.07671232876712329,324.1199951171875,0.0159,0.9987810175360484,0.0,324.5155739110643,3,0.0,0.0,2.02,1.0199818640775398,0.0,2.02,2.0884783127554822,2.02,8.565
2020-02-03,2020-03-02,337.0,0.42,0.45,0.1052,0.0988,0.0184,-0.0308,0.1561,0.0242,0.435,28,0.07671232876712329,324.1199951171875,0.0159,0.9987810175360484,0.0,324.5155739110643,3,0.0,0.0,0.435,1.038470961311574,0.0,0.435,0.6607922075391919,0.435,13.129999999999999
2020-02-03,2020-03-02,347.0,0.03,0.04,0.1052,0.0109,0.0031,-0.005,0.0259,0.0027,0.035,28,0.07671232876712329,324.1199951171875,0.0159,0.9987810175360484,0.0,324.5155739110643,3,0.0,0.0,0.035,1.069286123368297,0.0,0.035,0.5129820321787051,0.035,22.97
2020-02-03,2020-03-02,357.0,0.0,0.02,0.1121,0.0011,0.0004,-0.0007,0.0033,0.0003,0.01,28,0.07671232876712329,324.1199951171875,0.0159,0.9987810175360484,0.0,324.5155739110643,3,0.0,0.0,0.01,1.1001012854250203,0.0,0.01,0.5201718568182301,0.01,32.965
2020-02-03,2020-03-02,365.0,0.0,0.01,0.1121,0.0001,0.0,-0.0001,0.0003,0.0,0.005,28,0.07671232876712329,324.1199951171875,0.0159,0.9987810175360484,0.0,324.5155739110643,3,0.0,0.0,0.005,1.1247534150703988,0.0,0.005,0.5299237165298365,0.005,40.965
2020-02-03,2020-03-31,276.0,49.19,49.46,0.3051,0.9147,0.0039,-0.0478,0.1941,0.3855,49.325,57,0.15616438356164383,324.1199951171875,0.0159,0.9975200664300223,1.4031854280348546,323.5191156044696,3,0.0,0.0,48.21627135446644,0.8531180591425519,47.401271354466445,48.21627135446644,48.21627135446644,49.325,0.815
2020-02-03,2020-03-31,292.0,34.05,34.26,0.2513,0.8605,0.0068,-0.0583,0.2796,0.3818,34.155,57,0.15616438356164383,324.1199951171875,0.0159,0.9975200664300223,1.4031854280348546,323.5191156044696,3,0.0,0.0,33.17095029158609,0.9025741785131346,31.440950291586088,33.17095029158609,33.17095029158609,34.155,1.73
2020-02-03,2020-03-31,301.0,25.91,26.1,0.2242,0.8061,0.0095,-0.0656,0.3478,0.367,26.005000000000003,57,0.15616438356164383,324.1199951171875,0.0159,0.9975200664300223,1.4031854280348546,323.5191156044696,3,0.0,0.0,25.128269693715886,0.9303932456590874,22.463269693715887,25.128269693715886,25.128269693715886,26.005000000000003,2.665
2020-02-03,2020-03-31,311.0,17.43,17.52,0.1946,0.7128,0.0136,-0.0718,0.4333,0.3331,17.475,57,0.15616438356164383,324.1199951171875,0.0159,0.9975200664300223,1.4031854280348546,323.5191156044696,3,0.0,0.0,16.77806902941566,0.9613033202657016,12.488069029415664,16.77806902941566,16.77806902941566,17.475,4.289999999999999
2020-02-03,2020-03-31,318.0,11.99,12.07,0.1738,0.6171,0.0171,-0.0724,0.4863,0.2933,12.030000000000001,57,0.15616438356164383,324.1199951171875,0.0159,0.9975200664300223,1.4031854280348546,323.5191156044696,3,0.0,0.0,11.475428564405508,0.9829403724903315,5.5054285644055065,11.475428564405508,11.475428564405508,12.030000000000001,5.970000000000001
2020-02-03,2020-03-31,324.0,7.81,7.89,0.155,0.509,0.02,-0.0679,0.5089,0.2451,7.85,57,0.15616438356164383,324.1199951171875,0.0159,0.9975200664300223,1.4031854280348546,323.5191156044696,3,0.0,0.0,7.450308165825373,1.0014864172543,0.0,7.450308165825373,7.450308165825373,7.85,7.93
2020-02-03,2020-03-31,331.0,3.8,3.86,0.1319,0.3475,0.0218,-0.0538,0.4719,0.1697,3.83,57,0.15616438356164383,324.1199951171875,0.0159,0.9975200664300223,1.4031854280348546,323.5191156044696,3,0.0,0.0,3.6226677008152173,1.02312346947893,0.0,3.6226677008152173,3.6226677008152173,3.83,11.085
2020-02-03,2020-03-31,337.0,1.56,1.6,0.1149,0.1972,0.0188,-0.0353,0.3549,0.0972,1.58,57,0.15616438356164383,324.1199951171875,0.0159,0.9975200664300223,1.4031854280348546,323.5191156044696,3,0.0,0.0,1.5375473022350814,1.0416695142428984,0.0,1.5375473022350814,1.5375473022350814,1.58,14.985
2020-02-03,2020-03-31,347.0,0.25,0.27,0.1035,0.048,0.0075,-0.0115,0.1277,0.0239,0.26,57,0.15616438356164383,324.1199951171875,0.0159,0.9975200664300223,1.4031854280348546,323.5191156044696,3,0.0,0.0,0.26,1.0725795888495127,0.0,0.26,0.34234663793485964,0.26,23.765
2020-02-03,2020-03-31,357.0,0.05,0.06,0.1077,0.0117,0.0022,-0.0037,0.0392,0.0058,0.055,57,0.15616438356164383,324.1199951171875,0.0159,0.9975200664300223,1.4031854280348546,323.5191156044696,3,0.0,0.0,0.055,1.1034896634561269,0.0,0.055,0.15714597363463412,0.055,33.555
2020-02-03,2020-03-31,364.0,0.02,0.03,0.1149,0.0054,0.0011,-0.002,0.0198,0.0027,0.025,57,0.15616438356164383,324.1199951171875,0.0159,0.9975200664300223,1.4031854280348546,323.5191156044696,3,0.0,0.0,0.025,1.125126715680757,0.0,0.025,0.14450550862447642,0.025,40.525
2020-02-05,2020-02-19,285.0,48.03,48.35,0.3398,0.9913,0.0011,-0.0317,0.0153,0.1081,48.19,14,0.038356164383561646,332.8599853515625,0.0159,0.9993903229149502,0.0,333.0630462587433,3,0.0,0.0,48.06874332080168,0.8556938489615414,48.03374332080168,48.06874332080168,48.06874332080168,48.19,0.035
2020-02-05,2020-02-19,300.0,33.09,33.4,0.258,0.9821,0.0026,-0.04,0.0287,0.1127,33.245000000000005,14,0.038356164383561646,332.8599853515625,0.0159,0.9993903229149502,0.0,333.0630462587433,3,0.0,0.0,33.127888477077434,0.9007303673279383,33.04288847707743,33.127888477077434,33.127888477077434,33.245000000000005,0.08499999999999999
2020-02-05,2020-02-19,310.0,23.21,23.5,0.2103,0.9616,0.0061,-0.0545,0.0543,0.1138,23.355,14,0.038356164383561646,332.8599853515625,0.0159,0.9993903229149502,0.0,333.0630462587433,3,0.0,0.0,23.243985247927927,0.9307547129055362,23.048985247927927,23.243985247927927,23.243985247927927,23.355,0.195
2020-02-05,2020-02-19,320.0,13.62,13.86,0.1697,0.8905,0.0169,-0.0871,0.1222,0.1084,13.739999999999998,14,0.038356164383561646,332.8599853515625,0.0159,0.9993903229149502,0.0,333.0630462587433,3,0.0,0.0,13.625082018778427,0.9607790584831343,13.055082018778426,13.625082018778427,13.625082018778427,13.739999999999998,0.5700000000000001
2020-02-05,2020-02-19,326.0,8.31,8.37,0.1446,0.7825,0.0312,-0.1107,0.1918,0.0967,8.34,14,0.038356164383561646,332.8599853515625,0.0159,0.9993903229149502,0.0,333.0630462587433,3,0.0,0.0,8.223740081288724,0.978793665829693,7.058740081288724,8.223740081288724,8.223740081288724,8.34,1.165
2020-02-05,2020-02-19,333.0,3.03,3.07,0.1143,0.5128,0.0535,-0.1139,0.26,0.0643,3.05,14,0.038356164383561646,332.8599853515625,0.0159,0.9993903229149502,0.0,333.0630462587433,3,0.0,0.0,2.9430078208840733,0.9998107077340116,0.06300782088407322,2.9430078208840733,2.9430078208840733,3.05,2.88
2020-02-05,2020-02-19,340.0,0.38,0.4,0.0918,0.1309,0.0355,-0.0474,0.1386,0.0166,0.39,14,0.038356164383561646,332.8599853515625,0.0159,0.9993903229149502,0.0,333.0630462587433,3,0.0,0.0,0.3272755604794213,1.0208277496383302,0.0,0.3272755604794213,0.3272755604794213,0.39,7.26
2020-02-05,2020-02-19,346.0,0.04,0.05,0.0938,0.0202,0.008,-0.0109,0.0318,0.0026,0.045,14,0.038356164383561646,332.8599853515625,0.0159,0.9993903229149502,0.0,333.0630462587433,3,0.0,0.0,0.045,1.0388423569848888,0.0,0.045,0.11593362298972032,0.045,13.045
2020-02-05,2020-02-19,356.0,0.0,0.01,0.0975,0.0003,0.0002,-0.0002,0.0006,0.0,0.005,14,0.038356164383561646,332.8599853515625,0.0159,0.9993903229149502,0.0,333.0630462587433,3,0.0,0.0,0.005,1.068866702562487,0.0,0.005,0.12203039384021963,0.005,23.045
2020-02-05,2020-02-19,360.0,0.0,0.01,0.0975,0.0,0.0,0.0,0.0001,0.0,0.005,14,0.038356164383561646,332.8599853515625,0.0159,0.9993903229149502,0.0,333.0630462587433,3,0.0,0.0,0.005,1.080876440793526,0.0,0.005,0.12446910218042007,0.005,27.045
2020-02-05,2020-03-04,285.0,48.31,48.69,0.28,0.9803,0.0019,-0.0349,0.044,0.2132,48.5,28,0.07671232876712329,332.8599853515625,0.0159,0.9987810175360484,0.0,333.2662310430312,3,0.0,0.0,48.36239535378872,0.8551721520300114,48.20739535378872,48.36239535378872,48.36239535378872,48.5,0.155
2020-02-05,2020-03-04,300.0,33.58,33.89,0.2297,0.9545,0.0045,-0.0493,0.0883,0.2179,33.735,28,0.07671232876712329,332.8599853515625,0.0159,0.9987810175360484,0.0,333.2662310430312,3,0.0,0.0,33.605680090747995,0.90018121266317,33.22568009074799,33.605680090747995,33.605680090747995,33.735,0.38
2020-02-05,2020-03-04,310.0,24.01,24.28,0.201,0.9088,0.0088,-0.0672,0.1512,0.2136,24.145000000000003,28,0.07671232876712329,332.8599853515625,0.0159,0.9987810175360484,0.0,333.2662310430312,3,0.0,0.0,24.00786991538751,0.9301872530852756,23.23786991538751,24.00786991538751,24.00786991538751,24.145000000000003,0.77
2020-02-05,2020-03-04,320.0,14.99,15.08,0.172,0.8114,0.017,-0.0883,0.2491,0.1957,15.035,28,0.07671232876712329,332.8599853515625,0.0159,0.9987810175360484,0.0,333.2662310430312,3,0.0,0.0,14.895059740027026,0.9601932935073813,13.250059740027027,14.895059740027026,14.895059740027026,15.035,1.645
2020-02-05,2020-03-04,326.0,9.97,10.04,0.153,0.7084,0.0243,-0.0969,0.3165,0.1733,10.004999999999999,28,0.07671232876712329,332.8599853515625,0.0159,0.9987810175360484,0.0,333.2662310430312,3,0.0,0.0,9.862373634810735,0.9781969177606447,7.257373634810736,9.862373634810735,9.862373634810735,10.004999999999999,2.605
2020-02-05,2020-03-04,333.0,4.91,4.95,0.129,0.5196,0.0335,-0.0924,0.3674,0.1289,4.93,28,0.07671232876712329,332.8599853515625,0.0159,0.9987810175360484,0.0,333.2662310430312,3,0.0,0.0,4.795906512058396,0.9992011460561186,0.2659065120583972,4.795906512058396,4.795906512058396,4.93,4.529999999999999
2020-02-05,2020-03-04,340.0,1.51,1.55,0.1076,0.2593,0.0326,-0.0613,0.2987,0.065,1.53,28,0.07671232876712329,332.8599853515625,0.0159,0.9987810175360484,0.0,333.2662310430312,3,0.0,0.0,1.459439389306059,1.0202053743515926,0.0,1.459439389306059,1.459439389306059,1.53,8.185
2020-02-05,2020-03-04,346.0,0.34,0.36,0.0973,0.0859,0.0175,-0.0264,0.1446,0.0217,0.35,28,0.07671232876712329,332.8599853515625,0.0159,0.9987810175360484,0.0,333.2662310430312,3,0.0,0.0,0.35,1.038208998604856,0.0,0.35,0.3767532840897658,0.35,13.094999999999999
2020-02-05,2020-03-04,356.0,0.03,0.04,0.1027,0.0109,0.003,-0.005,0.0265,0.0028,0.035,28,0.07671232876712329,332.8599853515625,0.0159,0.9987810175360484,0.0,333.2662310430312,3,0.0,0.0,0.035,1.0682150390269616,0.0,0.035,0.3489431087292836,0.035,23.055
2020-02-05,2020-03-04,362.0,0.01,0.02,0.1058,0.0026,0.0008,-0.0014,0.0074,0.0007,0.015,28,0.07671232876712329,332.8599853515625,0.0159,0.9987810175360484,0.0,333.2662310430312,3,0.0,0.0,0.015,1.086218663280225,0.0,0.015,0.3562570035129937,0.015,29.055
2020-02-05,2020-03-31,283.0,50.79,51.23,0.3002,0.9237,0.0036,-0.0444,0.1796,0.3862,51.01,55,0.1506849315068493,332.8599853515625,0.0159,0.9976069774436594,1.4033076834881284,332.2517636328316,3,0.0,0.0,49.67890305151871,0.8517637255125023,49.13390305151871,49.67890305151871,49.67890305151871,51.01,0.545
2020-02-05,2020-03-31,300.0,34.37,34.79,0.2361,0.8781,0.0065,-0.0514,0.2566,0.3881,34.58,55,0.1506849315068493,332.8599853515625,0.0159,0.9976069774436594,1.4033076834881284,332.2517636328316,3,0.0,0.0,33.36458443497649,0.9029297443595431,32.174584434976495,33.36458443497649,33.36458443497649,34.58,1.19
2020-02-05,2020-03-31,310.0,25.11,25.42,0.2026,0.8245,0.0097,-0.0576,0.3296,0.3753,25.265,55,0.1506849315068493,332.8599853515625,0.0159,0.9976069774436594,1.4033076834881284,332.2517636328316,3,0.0,0.0,24.1635146605399,0.9330274025048612,22.1985146605399,24.1635146605399,24.1635146605399,25.265,1.9649999999999999
2020-02-05,2020-03-31,320.0,16.38,16.45,0.1697,0.7331,0.0149,-0.0626,0.4216,0.3428,16.415,55,0.1506849315068493,332.8599853515625,0.0159,0.9976069774436594,1.4033076834881284,332.2517636328316,3,0.0,0.0,15.507444886103308,0.9631250606501793,12.222444886103307,15.507444886103308,15.507444886103308,16.415,3.285
2020-02-05,2020-03-31,326.0,11.48,11.55,0.1503,0.6474,0.019,-0.0632,0.4774,0.3072,11.515,55,0.1506849315068493,332.8599853515625,0.0159,0.9976069774436594,1.4033076834881284,332.2517636328316,3,0.0,0.0,10.74680302144135,0.9811836555373702,6.23680302144135,10.74680302144135,10.74680302144135,11.515,4.51
2020-02-05,2020-03-31,333.0,6.47,6.52,0.1282,0.5038,0.024,-0.0584,0.5138,0.2428,6.494999999999999,55,0.1506849315068493,332.8599853515625,0.0159,0.9976069774436594,1.4033076834881284,332.2517636328316,3,0.0,0.0,5.938554179335735,1.0022520162390929,0.0,5.938554179335735,5.938554179335735,6.494999999999999,6.6850000000000005
2020-02-05,2020-03-31,340.0,2.78,2.81,0.1093,0.3136,0.0251,-0.0446,0.4573,0.153,2.795,55,0.1506849315068493,332.8599853515625,0.0159,0.9976069774436594,1.4033076834881284,332.2517636328316,3,0.0,0.0,2.480305337230119,1.0233203769408155,0.0,2.480305337230119,2.480305337230119,2.795,10.21
2020-02-05,2020-03-31,346.0,1.04,1.07,0.0989,0.1597,0.019,-0.0278,0.3136,0.0784,1.0550000000000002,55,0.1506849315068493,332.8599853515625,0.0159,0.9976069774436594,1.4033076834881284,332.2517636328316,3,0.0,0.0,0.8896634725681611,1.0413789718280064,0.0,0.8896634725681611,0.8896634725681611,1.0550000000000002,14.605
2020-02-05,2020-03-31,356.0,0.18,0.19,0.0966,0.0376,0.0066,-0.0092,0.1057,0.0185,0.185,55,0.1506849315068493,332.8599853515625,0.0159,0.9976069774436594,1.4033076834881284,332.2517636328316,3,0.0,0.0,0.13359369813156974,1.0714766299733245,0.0,0.13359369813156974,0.13359369813156974,0.185,23.825000000000003
2020-02-05,2020-03-31,364.0,0.05,0.06,0.1018,0.0122,0.0024,-0.0038,0.041,0.006,0.055,55,0.1506849315068493,332.8599853515625,0.0159,0.9976069774436594,1.4033076834881284,332.2517636328316,3,0.0,0.0,0.017737878582288147,1.095554756489579,0.0,0.017737878582288147,0.017737878582288147,0.055,31.689999999999998
2020-02-07,2020-02-21,282.0,50.18,50.52,0.3414,0.9936,0.0008,-0.0272,0.0117,0.1073,50.35,14,0.038356164383561646,332.20001220703125,0.0158,0.9993941562002526,0.0,332.4013955315414,3,0.0,0.0,50.37086015856003,0.848371889501412,50.37086015856003,50.37086015856003,50.41586015856003,50.35,0.045
2020-02-07,2020-02-21,299.0,33.3,33.6,0.2682,0.9793,0.0029,-0.0447,0.0325,0.1119,33.45,14,0.038356164383561646,332.20001220703125,0.0158,0.9993941562002526,0.0,332.4013955315414,3,0.0,0.0,33.45,0.899514875747951,33.38115950315573,33.45,33.486159503155726,33.45,0.10500000000000001
2020-02-07,2020-02-21,309.0,23.45,23.72,0.221,0.9558,0.0065,-0.0616,0.0607,0.1127,23.585,14,0.038356164383561646,332.20001220703125,0.0158,0.9993941562002526,0.0,332.4013955315414,3,0.0,0.0,23.585,0.9295989853047386,23.387217941153203,23.585,23.622217941153203,23.585,0.235
2020-02-07,2020-02-21,319.0,13.98,14.05,0.1794,0.8816,0.017,-0.0955,0.1289,0.1069,14.015,14,0.038356164383561646,332.20001220703125,0.0158,0.9993941562002526,0.0,332.4013955315414,3,0.0,0.0,14.015,0.9596830948615264,13.393276379150679,14.015,14.05827637915068,14.015,0.665
2020-02-07,2020-02-21,326.0,7.81,7.85,0.1505,0.7479,0.0326,-0.1228,0.2076,0.0923,7.83,14,0.038356164383561646,332.20001220703125,0.0158,0.9993941562002526,0.0,332.4013955315414,3,0.0,0.0,7.83,0.9807419715512776,6.39751728574891,7.83,7.87751728574891,7.83,1.48
2020-02-07,2020-02-21,332.0,3.34,3.36,0.1226,0.5216,0.05,-0.1213,0.2591,0.0652,3.3499999999999996,14,0.038356164383561646,332.20001220703125,0.0158,0.9993941562002526,0.0,332.4013955315414,3,0.0,0.0,3.3499999999999996,0.9987924372853503,0.40115234854739434,3.3499999999999996,3.4011523485473942,3.3499999999999996,3.0
