date,expiration,strike,bid,ask,vol,delta,gamma,theta,vega,rho,mid,tau_days,tau_years,S,r,DF,PV_div,F,n_pairs_atm,alpha_hat,alpha_used,C_eur,moneyness_F,lower_bound,upper_bound,upper_from_put,C_eur_pre,P_A
2020-01-06,2020-02-21,291.0,33.74,33.91,0.2097,0.9314,0.0055,-0.0477,0.1518,0.337,33.825,46,0.12602739726027398,323.6400146484375,0.0155,0.9980484820346834,0.0,324.27283891925265,3,0.0,0.0,33.825,0.8973924580604855,33.207906376344646,33.825,33.93790637634464,33.825,0.73
2020-01-06,2020-02-21,301.0,24.38,24.53,0.1863,0.8757,0.0096,-0.0604,0.2355,0.3261,24.455,46,0.12602739726027398,323.6400146484375,0.0155,0.9980484820346834,0.0,324.27283891925265,3,0.0,0.0,24.455,0.9282306868598149,23.227421555997807,24.455,24.547421555997808,24.455,1.32
2020-01-06,2020-02-21,311.0,15.55,15.6,0.1603,0.7753,0.0163,-0.0715,0.3441,0.2964,15.575,46,0.12602739726027398,323.6400146484375,0.0155,0.9980484820346834,0.0,324.27283891925265,3,0.0,0.0,15.575,0.9590689156591443,13.246936735650975,15.575,15.666936735650975,15.575,2.42
2020-01-06,2020-02-21,317.0,10.63,10.68,0.1429,0.679,0.0218,-0.0741,0.4111,0.2633,10.655000000000001,46,0.12602739726027398,323.6400146484375,0.0155,0.9980484820346834,0.0,324.27283891925265,3,0.0,0.0,10.655000000000001,0.9775718529387419,7.258645843442874,10.655000000000001,10.753645843442875,10.655000000000001,3.495
2020-01-06,2020-02-21,324.0,5.55,5.58,0.1199,0.5128,0.029,-0.0675,0.4578,0.202,5.5649999999999995,46,0.12602739726027398,323.6400146484375,0.0155,0.9980484820346834,0.0,324.27283891925265,3,0.0,0.0,5.5649999999999995,0.9991586130982725,0.27230646920009016,5.5649999999999995,5.68730646920009,5.5649999999999995,5.415
2020-01-06,2020-02-21,330.0,2.27,2.3,0.1002,0.3138,0.0308,-0.0492,0.4072,0.125,2.285,46,0.12602739726027398,323.6400146484375,0.0155,0.9980484820346834,0.0,324.27283891925265,3,0.0,0.0,2.285,1.01766155037787,0.0,2.285,2.4740155769919907,2.285,8.190000000000001
2020-01-06,2020-02-21,337.0,0.48,0.5,0.0862,0.1048,0.0183,-0.0212,0.2085,0.0421,0.49,46,0.12602739726027398,323.6400146484375,0.0155,0.9980484820346834,0.0,324.27283891925265,3,0.0,0.0,0.49,1.0392483105374006,0.0,0.49,0.9526762027492062,0.49,13.655000000000001
2020-01-06,2020-02-21,346.0,0.06,0.07,0.0871,0.0181,0.0044,-0.0051,0.0511,0.0073,0.065,46,0.12602739726027398,323.6400146484375,0.0155,0.9980484820346834,0.0,324.27283891925265,3,0.0,0.0,0.065,1.0670027164567972,0.0,0.065,0.915239864437055,0.065,22.6
2020-01-06,2020-02-21,355.0,0.01,0.02,0.0921,0.0028,0.0008,-0.001,0.01,0.0012,0.015,46,0.12602739726027398,323.6400146484375,0.0155,0.9980484820346834,0.0,324.27283891925265,3,0.0,0.0,0.015,1.0947571223761936,0.0,0.015,0.9328035261249035,0.015,31.6
2020-01-06,2020-02-21,370.0,0.0,0.01,0.0921,0.0,0.0,0.0,0.0001,0.0,0.005,46,0.12602739726027398,323.6400146484375,0.0155,0.9980484820346834,0.0,324.27283891925265,3,0.0,0.0,0.005,1.1410144655751877,0.0,0.005,0.9620762956046462,0.005,46.599999999999994
2020-01-08,2020-01-22,275.0,50.14,50.39,0.3853,0.9881,0.0013,-0.04,0.0198,0.1039,50.265,14,0.038356164383561646,324.45001220703125,0.0155,0.9994056561443783,0.0,324.6429617566221,3,0.0,0.0,49.64845676732721,0.8470844355041389,49.613456767327214,49.64845676732721,49.64845676732721,50.265,0.035
2020-01-08,2020-01-22,290.0,35.2,35.44,0.2922,0.9788,0.0027,-0.0471,0.0323,0.1085,35.32,14,0.038356164383561646,324.45001220703125,0.0155,0.9994056561443783,0.0,324.6429617566221,3,0.0,0.0,34.69737192516154,0.893289041077092,34.62237192516154,34.69737192516154,34.69737192516154,35.32,0.07500000000000001
2020-01-08,2020-01-22,302.0,23.3,23.53,0.2199,0.9591,0.0063,-0.0575,0.0559,0.1106,23.415,14,0.038356164383561646,324.45001220703125,0.0155,0.9994056561443783,0.0,324.6429617566221,3,0.0,0.0,22.794504051429,0.9302527255354544,22.629504051429002,22.794504051429,22.794504051429,23.415,0.165
2020-01-08,2020-01-22,311.0,14.55,14.75,0.1723,0.9099,0.0148,-0.0769,0.1035,0.1078,14.65,14,0.038356164383561646,324.45001220703125,0.0155,0.9994056561443783,0.0,324.6429617566221,3,0.0,0.0,14.029853146129597,0.9579754888792261,13.634853146129597,14.029853146129597,14.029853146129597,14.65,0.395
